         REPID         RMNOW          TIME           MT1           MT2           MP1           MP2        TSTATE      INTMTIME
        2.0000        2.0000       96.0000       84.7604       99.9982        1.0000        0.0000       72.0000       60.7604
        2.0000        1.0000       96.0000       84.7604       99.9982        0.0000        0.0000       75.9982       84.7604
        2.0000        0.0000       96.0000       84.7604       99.9982        1.0000        0.0000       84.7604       84.7604
        2.0000        9.0000       96.0000       84.7604       99.9982        1.0000        0.0000       96.0000       84.7604
        2.0000        2.0000      120.0000      108.7604      123.9982        1.0000        0.0000       96.0000       84.7604
        2.0000        1.0000      120.0000      108.7604      123.9982        0.0000        0.0000       99.9982      108.7604
        2.0000        0.0000      120.0000      108.7604      123.9982        1.0000        0.0000      108.7604      108.7604
        2.0000        9.0000      120.0000      108.7604      123.9982        1.0000        0.0000      120.0000      108.7604
        2.0000        2.0000      144.0000      132.7604      147.9982        1.0000        0.0000      120.0000      108.7604
        2.0000        1.0000      144.0000      132.7604      147.9982        0.0000        0.0000      123.9982      132.7604
        2.0000        0.0000      144.0000      132.7604      147.9982        1.0000        0.0000      132.7604      132.7604
        2.0000        9.0000      144.0000      132.7604      147.9982        1.0000        0.0000      144.0000      132.7604
        2.0000        2.0000      168.0000      156.7604      171.9982        1.0000        0.0000      144.0000      132.7604
        2.0000        1.0000      168.0000      156.7604      171.9982        0.0000        0.0000      147.9982      156.7604
        2.0000        0.0000      168.0000      156.7604      171.9982        1.0000        0.0000      156.7604      156.7604
        2.0000        9.0000      168.0000      156.7604      171.9982        1.0000        0.0000      168.0000      156.7604
        3.0000        0.0000        0.0000       -3.9172       19.9069        0.0000        0.0000        0.0000       -3.9172
        3.0000        9.0000        0.0000       -3.9172       19.9069        0.0000        0.0000        0.0000       -3.9172
        3.0000        2.0000       24.0000       20.0828       43.9069        1.0000        0.0000        0.0000       -3.9172
        3.0000        1.0000       24.0000       20.0828       43.9069        0.0000        0.0000       19.9069       20.0828
        3.0000        0.0000       24.0000       20.0828       43.9069        1.0000        0.0000       20.0828       20.0828
        3.0000        9.0000       24.0000       20.0828       43.9069        1.0000        0.0000       24.0000       20.0828
        3.0000        2.0000       48.0000       44.0828       67.9069        1.0000        0.0000       24.0000       20.0828
        3.0000        1.0000       48.0000       44.0828       67.9069        0.0000        0.0000       43.9069       44.0828
        3.0000        0.0000       48.0000       44.0828       67.9069        1.0000        0.0000       44.0828       44.0828
        3.0000        9.0000       48.0000       44.0828       67.9069        1.0000        0.0000       48.0000       44.0828
        3.0000        2.0000       72.0000       68.0828       91.9069        1.0000        0.0000       48.0000       44.0828
        3.0000        1.0000       72.0000       68.0828       91.9069        0.0000        0.0000       67.9069       68.0828
        3.0000        0.0000       72.0000       68.0828       91.9069        1.0000        0.0000       68.0828       68.0828
        3.0000        9.0000       72.0000       68.0828       91.9069        1.0000        0.0000       72.0000       68.0828
        3.0000        2.0000       96.0000       92.0828      115.9069        1.0000        0.0000       72.0000       68.0828
        3.0000        1.0000       96.0000       92.0828      115.9069        0.0000        0.0000       91.9069       92.0828
        3.0000        0.0000       96.0000       92.0828      115.9069        1.0000        0.0000       92.0828       92.0828
        3.0000        9.0000       96.0000       92.0828      115.9069        1.0000        0.0000       96.0000       92.0828
        3.0000        2.0000      120.0000      116.0828      139.9069        1.0000        0.0000       96.0000       92.0828
        3.0000        1.0000      120.0000      116.0828      139.9069        0.0000        0.0000      115.9069      116.0828
        3.0000        0.0000      120.0000      116.0828      139.9069        1.0000        0.0000      116.0828      116.0828
        3.0000        9.0000      120.0000      116.0828      139.9069        1.0000        0.0000      120.0000      116.0828
        3.0000        2.0000      144.0000      140.0828      163.9069        1.0000        0.0000      120.0000      116.0828
        3.0000        1.0000      144.0000      140.0828      163.9069        0.0000        0.0000      139.9069      140.0828
        3.0000        0.0000      144.0000      140.0828      163.9069        1.0000        0.0000      140.0828      140.0828
        3.0000        9.0000      144.0000      140.0828      163.9069        1.0000        0.0000      144.0000      140.0828
        3.0000        2.0000      168.0000      164.0828      187.9069        1.0000        0.0000      144.0000      140.0828
        3.0000        1.0000      168.0000      164.0828      187.9069        0.0000        0.0000      163.9069      164.0828
        3.0000        0.0000      168.0000      164.0828      187.9069        1.0000        0.0000      164.0828      164.0828
        3.0000        9.0000      168.0000      164.0828      187.9069        1.0000        0.0000      168.0000      164.0828
        4.0000        0.0000        0.0000        8.2662       14.3077        0.0000        0.0000        0.0000        8.2662
        4.0000        9.0000        0.0000        8.2662       14.3077        0.0000        0.0000        0.0000        8.2662
        4.0000        1.0000       24.0000        8.2662       14.3077        0.0000        0.0000        0.0000        8.2662
        4.0000        2.0000       24.0000       32.2662       38.3077        1.0000        0.0000        8.2662        8.2662
        4.0000        0.0000       24.0000       32.2662       38.3077        0.0000        0.0000       14.3077       32.2662
        4.0000        9.0000       24.0000       32.2662       38.3077        0.0000        0.0000       24.0000       32.2662
        4.0000        1.0000       48.0000       32.2662       38.3077        0.0000        0.0000       24.0000       32.2662
        4.0000        2.0000       48.0000       56.2662       62.3077        1.0000        0.0000       32.2662       32.2662
        4.0000        0.0000       48.0000       56.2662       62.3077        0.0000        0.0000       38.3077       56.2662
        4.0000        9.0000       48.0000       56.2662       62.3077        0.0000        0.0000       48.0000       56.2662
        4.0000        1.0000       72.0000       56.2662       62.3077        0.0000        0.0000       48.0000       56.2662
        4.0000        2.0000       72.0000       80.2662       86.3077        1.0000        0.0000       56.2662       56.2662
        4.0000        0.0000       72.0000       80.2662       86.3077        0.0000        0.0000       62.3077       80.2662
        4.0000        9.0000       72.0000       80.2662       86.3077        0.0000        0.0000       72.0000       80.2662
        4.0000        1.0000       96.0000       80.2662       86.3077        0.0000        0.0000       72.0000       80.2662
        4.0000        2.0000       96.0000      104.2662      110.3077        1.0000        0.0000       80.2662       80.2662
        4.0000        0.0000       96.0000      104.2662      110.3077        0.0000        0.0000       86.3077      104.2662
        4.0000        9.0000       96.0000      104.2662      110.3077        0.0000        0.0000       96.0000      104.2662
        4.0000        1.0000      120.0000      104.2662      110.3077        0.0000        0.0000       96.0000      104.2662
        4.0000        2.0000      120.0000      128.2662      134.3077        1.0000        0.0000      104.2662      104.2662
        4.0000        0.0000      120.0000      128.2662      134.3077        0.0000        0.0000      110.3077      128.2662
        4.0000        9.0000      120.0000      128.2662      134.3077        0.0000        0.0000      120.0000      128.2662
        4.0000        1.0000      144.0000      128.2662      134.3077        0.0000        0.0000      120.0000      128.2662
        4.0000        2.0000      144.0000      152.2662      158.3077        1.0000        0.0000      128.2662      128.2662
        4.0000        0.0000      144.0000      152.2662      158.3077        0.0000        0.0000      134.3077      152.2662
        4.0000        9.0000      144.0000      152.2662      158.3077        0.0000        0.0000      144.0000      152.2662
        4.0000        1.0000      168.0000      152.2662      158.3077        0.0000        0.0000      144.0000      152.2662
        4.0000        2.0000      168.0000      176.2662      182.3077        1.0000        0.0000      152.2662      152.2662
        4.0000        0.0000      168.0000      176.2662      182.3077        0.0000        0.0000      158.3077      176.2662
        4.0000        9.0000      168.0000      176.2662      182.3077        0.0000        0.0000      168.0000      176.2662
        5.0000        0.0000        0.0000        7.8708       20.7972        0.0000        0.0000        0.0000        7.8708
        5.0000        9.0000        0.0000        7.8708       20.7972        0.0000        0.0000        0.0000        7.8708
        5.0000        0.0000        0.5000        7.8708       20.7972        0.0000        0.0000        0.0000        7.8708
        5.0000        9.0000        0.5000        7.8708       20.7972        0.0000        0.0000        0.5000        7.8708
        5.0000        0.0000        1.0000        7.8708       20.7972        0.0000        0.0000        0.5000        7.8708
        5.0000        9.0000        1.0000        7.8708       20.7972        0.0000        0.0000        1.0000        7.8708
        5.0000        0.0000        1.5000        7.8708       20.7972        0.0000        0.0000        1.0000        7.8708
        5.0000        9.0000        1.5000        7.8708       20.7972        0.0000        0.0000        1.5000        7.8708
        5.0000        0.0000        2.0000        7.8708       20.7972        0.0000        0.0000        1.5000        7.8708
        5.0000        9.0000        2.0000        7.8708       20.7972        0.0000        0.0000        2.0000        7.8708
        5.0000        0.0000        2.5000        7.8708       20.7972        0.0000        0.0000        2.0000        7.8708
        5.0000        9.0000        2.5000        7.8708       20.7972        0.0000        0.0000        2.5000        7.8708
        5.0000        0.0000        3.0000        7.8708       20.7972        0.0000        0.0000        2.5000        7.8708
        5.0000        9.0000        3.0000        7.8708       20.7972        0.0000        0.0000        3.0000        7.8708
        5.0000        0.0000        3.5000        7.8708       20.7972        0.0000        0.0000        3.0000        7.8708
        5.0000        9.0000        3.5000        7.8708       20.7972        0.0000        0.0000        3.5000        7.8708
        5.0000        0.0000        4.0000        7.8708       20.7972        0.0000        0.0000        3.5000        7.8708
        5.0000        9.0000        4.0000        7.8708       20.7972        0.0000        0.0000        4.0000        7.8708
        5.0000        0.0000        4.5000        7.8708       20.7972        0.0000        0.0000        4.0000        7.8708
        5.0000        9.0000        4.5000        7.8708       20.7972        0.0000        0.0000        4.5000        7.8708
        5.0000        0.0000        5.0000        7.8708       20.7972        0.0000        0.0000        4.5000        7.8708
        5.0000        9.0000        5.0000        7.8708       20.7972        0.0000        0.0000        5.0000        7.8708
        5.0000        0.0000        5.5000        7.8708       20.7972        0.0000        0.0000        5.0000        7.8708
        5.0000        9.0000        5.5000        7.8708       20.7972        0.0000        0.0000        5.5000        7.8708
        5.0000        0.0000        6.0000        7.8708       20.7972        0.0000        0.0000        5.5000        7.8708
        5.0000        9.0000        6.0000        7.8708       20.7972        0.0000        0.0000        6.0000        7.8708
        5.0000        0.0000        6.5000        7.8708       20.7972        0.0000        0.0000        6.0000        7.8708
        5.0000        9.0000        6.5000        7.8708       20.7972        0.0000        0.0000        6.5000        7.8708
        5.0000        0.0000        7.0000        7.8708       20.7972        0.0000        0.0000        6.5000        7.8708
        5.0000        9.0000        7.0000        7.8708       20.7972        0.0000        0.0000        7.0000        7.8708
        5.0000        0.0000        7.5000        7.8708       20.7972        0.0000        0.0000        7.0000        7.8708
        5.0000        9.0000        7.5000        7.8708       20.7972        0.0000        0.0000        7.5000        7.8708
        5.0000        1.0000        8.0000        7.8708       20.7972        0.0000        0.0000        7.5000        7.8708
        5.0000        0.0000        8.0000        7.8708       20.7972        1.0000        0.0000        7.8708        7.8708
        5.0000        9.0000        8.0000        7.8708       20.7972        1.0000        0.0000        8.0000        7.8708
        5.0000        0.0000        8.5000        7.8708       20.7972        1.0000        0.0000        8.0000        7.8708
        5.0000        9.0000        8.5000        7.8708       20.7972        1.0000        0.0000        8.5000        7.8708
        5.0000        0.0000        9.0000        7.8708       20.7972        1.0000        0.0000        8.5000        7.8708
        5.0000        9.0000        9.0000        7.8708       20.7972        1.0000        0.0000        9.0000        7.8708
        5.0000        0.0000        9.5000        7.8708       20.7972        1.0000        0.0000        9.0000        7.8708
        5.0000        9.0000        9.5000        7.8708       20.7972        1.0000        0.0000        9.5000        7.8708
        5.0000        0.0000       10.0000        7.8708       20.7972        1.0000        0.0000        9.5000        7.8708
        5.0000        9.0000       10.0000        7.8708       20.7972        1.0000        0.0000       10.0000        7.8708
        5.0000        0.0000       10.5000        7.8708       20.7972        1.0000        0.0000       10.0000        7.8708
        5.0000        9.0000       10.5000        7.8708       20.7972        1.0000        0.0000       10.5000        7.8708
        5.0000        0.0000       11.0000        7.8708       20.7972        1.0000        0.0000       10.5000        7.8708
        5.0000        9.0000       11.0000        7.8708       20.7972        1.0000        0.0000       11.0000        7.8708
        5.0000        0.0000       11.5000        7.8708       20.7972        1.0000        0.0000       11.0000        7.8708
        5.0000        9.0000       11.5000        7.8708       20.7972        1.0000        0.0000       11.5000        7.8708
        5.0000        0.0000       12.0000        7.8708       20.7972        1.0000        0.0000       11.5000        7.8708
        5.0000        9.0000       12.0000        7.8708       20.7972        1.0000        0.0000       12.0000        7.8708
        5.0000        0.0000       12.5000        7.8708       20.7972        1.0000        0.0000       12.0000        7.8708
        5.0000        9.0000       12.5000        7.8708       20.7972        1.0000        0.0000       12.5000        7.8708
        5.0000        0.0000       13.0000        7.8708       20.7972        1.0000        0.0000       12.5000        7.8708
        5.0000        9.0000       13.0000        7.8708       20.7972        1.0000        0.0000       13.0000        7.8708
        5.0000        0.0000       13.5000        7.8708       20.7972        1.0000        0.0000       13.0000        7.8708
        5.0000        9.0000       13.5000        7.8708       20.7972        1.0000        0.0000       13.5000        7.8708
        5.0000        0.0000       14.0000        7.8708       20.7972        1.0000        0.0000       13.5000        7.8708
        5.0000        9.0000       14.0000        7.8708       20.7972        1.0000        0.0000       14.0000        7.8708
        5.0000        0.0000       14.5000        7.8708       20.7972        1.0000        0.0000       14.0000        7.8708
        5.0000        9.0000       14.5000        7.8708       20.7972        1.0000        0.0000       14.5000        7.8708
        5.0000        0.0000       15.0000        7.8708       20.7972        1.0000        0.0000       14.5000        7.8708
        5.0000        9.0000       15.0000        7.8708       20.7972        1.0000        0.0000       15.0000        7.8708
        5.0000        0.0000       15.5000        7.8708       20.7972        1.0000        0.0000       15.0000        7.8708
        5.0000        9.0000       15.5000        7.8708       20.7972        1.0000        0.0000       15.5000        7.8708
        5.0000        0.0000       16.0000        7.8708       20.7972        1.0000        0.0000       15.5000        7.8708
        5.0000        9.0000       16.0000        7.8708       20.7972        1.0000        0.0000       16.0000        7.8708
        5.0000        0.0000       16.5000        7.8708       20.7972        1.0000        0.0000       16.0000        7.8708
        5.0000        9.0000       16.5000        7.8708       20.7972        1.0000        0.0000       16.5000        7.8708
        5.0000        0.0000       17.0000        7.8708       20.7972        1.0000        0.0000       16.5000        7.8708
        5.0000        9.0000       17.0000        7.8708       20.7972        1.0000        0.0000       17.0000        7.8708
        5.0000        0.0000       17.5000        7.8708       20.7972        1.0000        0.0000       17.0000        7.8708
        5.0000        9.0000       17.5000        7.8708       20.7972        1.0000        0.0000       17.5000        7.8708
        5.0000        0.0000       18.0000        7.8708       20.7972        1.0000        0.0000       17.5000        7.8708
        5.0000        9.0000       18.0000        7.8708       20.7972        1.0000        0.0000       18.0000        7.8708
        5.0000        0.0000       18.5000        7.8708       20.7972        1.0000        0.0000       18.0000        7.8708
        5.0000        9.0000       18.5000        7.8708       20.7972        1.0000        0.0000       18.5000        7.8708
        5.0000        0.0000       19.0000        7.8708       20.7972        1.0000        0.0000       18.5000        7.8708
        5.0000        9.0000       19.0000        7.8708       20.7972        1.0000        0.0000       19.0000        7.8708
        5.0000        0.0000       19.5000        7.8708       20.7972        1.0000        0.0000       19.0000        7.8708
        5.0000        9.0000       19.5000        7.8708       20.7972        1.0000        0.0000       19.5000        7.8708
        5.0000        0.0000       20.0000        7.8708       20.7972        1.0000        0.0000       19.5000        7.8708
        5.0000        9.0000       20.0000        7.8708       20.7972        1.0000        0.0000       20.0000        7.8708
        5.0000        0.0000       20.5000        7.8708       20.7972        1.0000        0.0000       20.0000        7.8708
        5.0000        9.0000       20.5000        7.8708       20.7972        1.0000        0.0000       20.5000        7.8708
        5.0000        2.0000       21.0000       31.8708       44.7972        1.0000        0.0000       20.5000        7.8708
        5.0000        0.0000       21.0000       31.8708       44.7972        0.0000        0.0000       20.7972       31.8708
        5.0000        9.0000       21.0000       31.8708       44.7972        0.0000        0.0000       21.0000       31.8708
        5.0000        0.0000       21.5000       31.8708       44.7972        0.0000        0.0000       21.0000       31.8708
        5.0000        9.0000       21.5000       31.8708       44.7972        0.0000        0.0000       21.5000       31.8708
        5.0000        0.0000       22.0000       31.8708       44.7972        0.0000        0.0000       21.5000       31.8708
        5.0000        9.0000       22.0000       31.8708       44.7972        0.0000        0.0000       22.0000       31.8708
        5.0000        0.0000       22.5000       31.8708       44.7972        0.0000        0.0000       22.0000       31.8708
        5.0000        9.0000       22.5000       31.8708       44.7972        0.0000        0.0000       22.5000       31.8708
        5.0000        0.0000       23.0000       31.8708       44.7972        0.0000        0.0000       22.5000       31.8708
        5.0000        9.0000       23.0000       31.8708       44.7972        0.0000        0.0000       23.0000       31.8708
        5.0000        0.0000       23.5000       31.8708       44.7972        0.0000        0.0000       23.0000       31.8708
        5.0000        9.0000       23.5000       31.8708       44.7972        0.0000        0.0000       23.5000       31.8708
        5.0000        0.0000       24.0000       31.8708       44.7972        0.0000        0.0000       23.5000       31.8708
        5.0000        9.0000       24.0000       31.8708       44.7972        0.0000        0.0000       24.0000       31.8708
        5.0000        0.0000       24.5000       31.8708       44.7972        0.0000        0.0000       24.0000       31.8708
        5.0000        9.0000       24.5000       31.8708       44.7972        0.0000        0.0000       24.5000       31.8708
        5.0000        0.0000       25.0000       31.8708       44.7972        0.0000        0.0000       24.5000       31.8708
        5.0000        9.0000       25.0000       31.8708       44.7972        0.0000        0.0000       25.0000       31.8708
        5.0000        0.0000       25.5000       31.8708       44.7972        0.0000        0.0000       25.0000       31.8708
        5.0000        9.0000       25.5000       31.8708       44.7972        0.0000        0.0000       25.5000       31.8708
        5.0000        0.0000       26.0000       31.8708       44.7972        0.0000        0.0000       25.5000       31.8708
        5.0000        9.0000       26.0000       31.8708       44.7972        0.0000        0.0000       26.0000       31.8708
        5.0000        0.0000       26.5000       31.8708       44.7972        0.0000        0.0000       26.0000       31.8708
        5.0000        9.0000       26.5000       31.8708       44.7972        0.0000        0.0000       26.5000       31.8708
        5.0000        0.0000       27.0000       31.8708       44.7972        0.0000        0.0000       26.5000       31.8708
        5.0000        9.0000       27.0000       31.8708       44.7972        0.0000        0.0000       27.0000       31.8708
        5.0000        0.0000       27.5000       31.8708       44.7972        0.0000        0.0000       27.0000       31.8708
        5.0000        9.0000       27.5000       31.8708       44.7972        0.0000        0.0000       27.5000       31.8708
        5.0000        0.0000       28.0000       31.8708       44.7972        0.0000        0.0000       27.5000       31.8708
        5.0000        9.0000       28.0000       31.8708       44.7972        0.0000        0.0000       28.0000       31.8708
        5.0000        0.0000       28.5000       31.8708       44.7972        0.0000        0.0000       28.0000       31.8708
        5.0000        9.0000       28.5000       31.8708       44.7972        0.0000        0.0000       28.5000       31.8708
        5.0000        0.0000       29.0000       31.8708       44.7972        0.0000        0.0000       28.5000       31.8708
        5.0000        9.0000       29.0000       31.8708       44.7972        0.0000        0.0000       29.0000       31.8708
        5.0000        0.0000       29.5000       31.8708       44.7972        0.0000        0.0000       29.0000       31.8708
        5.0000        9.0000       29.5000       31.8708       44.7972        0.0000        0.0000       29.5000       31.8708
        5.0000        0.0000       30.0000       31.8708       44.7972        0.0000        0.0000       29.5000       31.8708
        5.0000        9.0000       30.0000       31.8708       44.7972        0.0000        0.0000       30.0000       31.8708
        5.0000        0.0000       30.5000       31.8708       44.7972        0.0000        0.0000       30.0000       31.8708
        5.0000        9.0000       30.5000       31.8708       44.7972        0.0000        0.0000       30.5000       31.8708
        5.0000        0.0000       31.0000       31.8708       44.7972        0.0000        0.0000       30.5000       31.8708
        5.0000        9.0000       31.0000       31.8708       44.7972        0.0000        0.0000       31.0000       31.8708
        5.0000        0.0000       31.5000       31.8708       44.7972        0.0000        0.0000       31.0000       31.8708
        5.0000        9.0000       31.5000       31.8708       44.7972        0.0000        0.0000       31.5000       31.8708
        5.0000        1.0000       32.0000       31.8708       44.7972        0.0000        0.0000       31.5000       31.8708
        5.0000        0.0000       32.0000       31.8708       44.7972        1.0000        0.0000       31.8708       31.8708
        5.0000        9.0000       32.0000       31.8708       44.7972        1.0000        0.0000       32.0000       31.8708
        5.0000        0.0000       32.5000       31.8708       44.7972        1.0000        0.0000       32.0000       31.8708
        5.0000        9.0000       32.5000       31.8708       44.7972        1.0000        0.0000       32.5000       31.8708
        5.0000        0.0000       33.0000       31.8708       44.7972        1.0000        0.0000       32.5000       31.8708
        5.0000        9.0000       33.0000       31.8708       44.7972        1.0000        0.0000       33.0000       31.8708
        5.0000        0.0000       33.5000       31.8708       44.7972        1.0000        0.0000       33.0000       31.8708
        5.0000        9.0000       33.5000       31.8708       44.7972        1.0000        0.0000       33.5000       31.8708
        5.0000        0.0000       34.0000       31.8708       44.7972        1.0000        0.0000       33.5000       31.8708
        5.0000        9.0000       34.0000       31.8708       44.7972        1.0000        0.0000       34.0000       31.8708
        5.0000        0.0000       34.5000       31.8708       44.7972        1.0000        0.0000       34.0000       31.8708
        5.0000        9.0000       34.5000       31.8708       44.7972        1.0000        0.0000       34.5000       31.8708
        5.0000        0.0000       35.0000       31.8708       44.7972        1.0000        0.0000       34.5000       31.8708
        5.0000        9.0000       35.0000       31.8708       44.7972        1.0000        0.0000       35.0000       31.8708
        5.0000        0.0000       35.5000       31.8708       44.7972        1.0000        0.0000       35.0000       31.8708
        5.0000        9.0000       35.5000       31.8708       44.7972        1.0000        0.0000       35.5000       31.8708
        5.0000        0.0000       36.0000       31.8708       44.7972        1.0000        0.0000       35.5000       31.8708
        5.0000        9.0000       36.0000       31.8708       44.7972        1.0000        0.0000       36.0000       31.8708
        5.0000        0.0000       36.5000       31.8708       44.7972        1.0000        0.0000       36.0000       31.8708
        5.0000        9.0000       36.5000       31.8708       44.7972        1.0000        0.0000       36.5000       31.8708
        5.0000        0.0000       37.0000       31.8708       44.7972        1.0000        0.0000       36.5000       31.8708
        5.0000        9.0000       37.0000       31.8708       44.7972        1.0000        0.0000       37.0000       31.8708
        5.0000        0.0000       37.5000       31.8708       44.7972        1.0000        0.0000       37.0000       31.8708
        5.0000        9.0000       37.5000       31.8708       44.7972        1.0000        0.0000       37.5000       31.8708
        5.0000        0.0000       38.0000       31.8708       44.7972        1.0000        0.0000       37.5000       31.8708
        5.0000        9.0000       38.0000       31.8708       44.7972        1.0000        0.0000       38.0000       31.8708
        5.0000        0.0000       38.5000       31.8708       44.7972        1.0000        0.0000       38.0000       31.8708
        5.0000        9.0000       38.5000       31.8708       44.7972        1.0000        0.0000       38.5000       31.8708
        5.0000        0.0000       39.0000       31.8708       44.7972        1.0000        0.0000       38.5000       31.8708
        5.0000        9.0000       39.0000       31.8708       44.7972        1.0000        0.0000       39.0000       31.8708
        5.0000        0.0000       39.5000       31.8708       44.7972        1.0000        0.0000       39.0000       31.8708
        5.0000        9.0000       39.5000       31.8708       44.7972        1.0000        0.0000       39.5000       31.8708
        5.0000        0.0000       40.0000       31.8708       44.7972        1.0000        0.0000       39.5000       31.8708
        5.0000        9.0000       40.0000       31.8708       44.7972        1.0000        0.0000       40.0000       31.8708
        5.0000        0.0000       40.5000       31.8708       44.7972        1.0000        0.0000       40.0000       31.8708
        5.0000        9.0000       40.5000       31.8708       44.7972        1.0000        0.0000       40.5000       31.8708
        5.0000        0.0000       41.0000       31.8708       44.7972        1.0000        0.0000       40.5000       31.8708
        5.0000        9.0000       41.0000       31.8708       44.7972        1.0000        0.0000       41.0000       31.8708
        5.0000        0.0000       41.5000       31.8708       44.7972        1.0000        0.0000       41.0000       31.8708
        5.0000        9.0000       41.5000       31.8708       44.7972        1.0000        0.0000       41.5000       31.8708
        5.0000        0.0000       42.0000       31.8708       44.7972        1.0000        0.0000       41.5000       31.8708
        5.0000        9.0000       42.0000       31.8708       44.7972        1.0000        0.0000       42.0000       31.8708
        5.0000        0.0000       42.5000       31.8708       44.7972        1.0000        0.0000       42.0000       31.8708
        5.0000        9.0000       42.5000       31.8708       44.7972        1.0000        0.0000       42.5000       31.8708
        5.0000        0.0000       43.0000       31.8708       44.7972        1.0000        0.0000       42.5000       31.8708
        5.0000        9.0000       43.0000       31.8708       44.7972        1.0000        0.0000       43.0000       31.8708
        5.0000        0.0000       43.5000       31.8708       44.7972        1.0000        0.0000       43.0000       31.8708
        5.0000        9.0000       43.5000       31.8708       44.7972        1.0000        0.0000       43.5000       31.8708
        5.0000        0.0000       44.0000       31.8708       44.7972        1.0000        0.0000       43.5000       31.8708
        5.0000        9.0000       44.0000       31.8708       44.7972        1.0000        0.0000       44.0000       31.8708
        5.0000        0.0000       44.5000       31.8708       44.7972        1.0000        0.0000       44.0000       31.8708
