TABLE NO.  1
 TVAL        DV          DV2         IPRED       IPRED2
  2.0000E+01  3.6885E+01  3.9215E+01  3.0060E+01  3.4893E+01
  2.1000E+01  6.0121E+01  6.2074E+01  3.0060E+01  3.4893E+01
  1.0000E+01  5.1687E+01  5.5542E+01  3.0060E+01  3.4893E+01
  1.1000E+01  3.2945E+01  2.5615E+01  3.0060E+01  3.4893E+01
  1.2000E+01  4.3759E+01  4.5756E+01  3.0060E+01  3.4893E+01
  1.3000E+01  4.5717E+01  5.7830E+01  3.0060E+01  3.4893E+01
  1.4000E+01  1.8310E+01  2.1978E+01  3.0060E+01  3.4893E+01
  1.5000E+01  3.5222E+01  4.5039E+01  3.0060E+01  3.4893E+01
  1.6000E+01  1.3501E+01  3.0562E+01  3.0060E+01  3.4893E+01
  1.7000E+01  4.2274E+01  3.6478E+01  3.0060E+01  3.4893E+01
  1.8000E+01  3.0918E+01  2.7600E+01  3.0060E+01  3.4893E+01
  1.9000E+01  4.3103E+01  4.3393E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.9454E+01  3.9908E+01  3.0060E+01  3.4893E+01
  2.1000E+01  3.9939E+01  4.6175E+01  3.0060E+01  3.4893E+01
  1.0000E+01  2.2426E+01  1.1529E+01  3.0060E+01  3.4893E+01
  1.1000E+01  3.5588E+01  4.3442E+01  3.0060E+01  3.4893E+01
  1.2000E+01  2.5146E+01  3.2256E+01  3.0060E+01  3.4893E+01
  1.3000E+01  3.0073E+01  3.5969E+01  3.0060E+01  3.4893E+01
  1.4000E+01  3.3840E+01  3.6732E+01  3.0060E+01  3.4893E+01
  1.5000E+01  2.0693E+01  2.9629E+01  3.0060E+01  3.4893E+01
  1.6000E+01  3.2158E+01  3.7282E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.9782E+01  2.7879E+01  3.0060E+01  3.4893E+01
  1.8000E+01  1.9923E+01  3.5600E+01  3.0060E+01  3.4893E+01
  1.9000E+01  5.3768E+01  4.8468E+01  3.0060E+01  3.4893E+01
  2.0000E+01  2.3082E+01  5.1306E+01  3.0060E+01  3.4893E+01
  2.1000E+01  4.1360E+01  6.1657E+01  3.0060E+01  3.4893E+01
  1.0000E+01  3.6872E+01  1.1654E+01  3.0060E+01  3.4893E+01
  1.1000E+01  4.9198E+01  3.5867E+01  3.0060E+01  3.4893E+01
  1.2000E+01  2.3260E+01  3.4123E+01  3.0060E+01  3.4893E+01
  1.3000E+01  2.8125E+01  3.2800E+01  3.0060E+01  3.4893E+01
  1.4000E+01  3.3794E+01  3.3726E+01  3.0060E+01  3.4893E+01
  1.5000E+01  2.2483E+01  1.6929E+01  3.0060E+01  3.4893E+01
  1.6000E+01  2.6781E+01  4.8137E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.9395E+01  4.5247E+01  3.0060E+01  3.4893E+01
  1.8000E+01  3.2313E+01  4.1655E+01  3.0060E+01  3.4893E+01
  1.9000E+01 -2.0257E+00 -5.5418E+00  3.0060E+01  3.4893E+01
  2.0000E+01  9.0717E+00  2.3163E+00  3.0060E+01  3.4893E+01
  2.1000E+01  3.2499E+01  3.0391E+01  3.0060E+01  3.4893E+01
  1.0000E+00  4.0235E+01  3.9764E+01  3.0060E+01  3.4893E+01
  2.0000E+00  3.9551E+01  3.6449E+01  3.0060E+01  3.4893E+01
  3.0000E+00  4.7189E+01  4.4338E+01  3.0060E+01  3.4893E+01
  4.0000E+00  3.6994E+01  4.3808E+01  3.0060E+01  3.4893E+01
  5.0000E+00  2.1346E+01  3.7115E+01  3.0060E+01  3.4893E+01
  6.0000E+00  2.5645E+01  1.8971E+01  3.0060E+01  3.4893E+01
  7.0000E+00  4.2747E+01  3.7249E+01  3.0060E+01  3.4893E+01
  8.0000E+00  6.2177E+01  5.3506E+01  3.0060E+01  3.4893E+01
  9.0000E+00  1.8964E+01  3.9222E+01  3.0060E+01  3.4893E+01
  1.0000E+01  4.0485E+01  5.5189E+01  3.0060E+01  3.4893E+01
  1.1000E+01  2.4514E+01  8.7671E+00  3.0060E+01  3.4893E+01
  1.2000E+01  4.2365E+01  5.0447E+01  3.0060E+01  3.4893E+01
  1.3000E+01  6.0289E+01  7.2858E+01  3.0060E+01  3.4893E+01
  1.4000E+01  3.9413E+01  4.8456E+01  3.0060E+01  3.4893E+01
  1.5000E+01  2.1840E+01  3.4508E+01  3.0060E+01  3.4893E+01
  1.6000E+01  2.3522E+01  3.3841E+01  3.0060E+01  3.4893E+01
  1.7000E+01  3.2089E+01  2.9545E+01  3.0060E+01  3.4893E+01
  1.8000E+01  4.3339E+01  4.0306E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.6415E+01  4.0303E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.3133E+01  3.6774E+01  3.0060E+01  3.4893E+01
  2.1000E+01  2.2073E+01  7.3202E+00  3.0060E+01  3.4893E+01
  1.0000E+01  3.2357E+01  2.7534E+01  3.0060E+01  3.4893E+01
  1.1000E+01  1.6339E+01  2.4447E+01  3.0060E+01  3.4893E+01
  1.2000E+01  2.4646E+01  2.0079E+01  3.0060E+01  3.4893E+01
  1.3000E+01  2.0631E+01  3.2662E+01  3.0060E+01  3.4893E+01
  1.4000E+01  2.6595E+01  2.4537E+01  3.0060E+01  3.4893E+01
  1.5000E+01  3.6221E+01  5.9925E+01  3.0060E+01  3.4893E+01
  1.6000E+01  3.2952E+01  4.7204E+01  3.0060E+01  3.4893E+01
  1.7000E+01  4.0122E+01  5.8969E+01  3.0060E+01  3.4893E+01
  1.8000E+01  2.0850E+01  2.2218E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.2527E+01  2.2048E+01  3.0060E+01  3.4893E+01
  2.0000E+01  7.1341E+01  9.3380E+01  3.0060E+01  3.4893E+01
  2.1000E+01  2.9113E+01  2.4642E+01  3.0060E+01  3.4893E+01
  1.0000E+01  2.7002E+01  3.6394E+01  3.0060E+01  3.4893E+01
  1.1000E+01  2.2811E+01  2.2144E+01  3.0060E+01  3.4893E+01
  1.2000E+01  4.6923E+01  6.0542E+01  3.0060E+01  3.4893E+01
  1.3000E+01  5.3207E+01  4.8316E+01  3.0060E+01  3.4893E+01
  1.4000E+01  1.9217E+01  3.0180E+01  3.0060E+01  3.4893E+01
  1.5000E+01  2.8605E+01  2.2000E+01  3.0060E+01  3.4893E+01
  1.6000E+01  2.9135E+01  4.3562E+01  3.0060E+01  3.4893E+01
  1.7000E+01  3.2824E+01  3.6832E+01  3.0060E+01  3.4893E+01
  1.8000E+01  4.1046E+01  5.1589E+01  3.0060E+01  3.4893E+01
  1.9000E+01  3.3772E+01  3.1646E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.7477E+01  4.1325E+01  3.0060E+01  3.4893E+01
  2.1000E+01  3.5524E+01  4.5267E+01  3.0060E+01  3.4893E+01
  1.0000E+01  3.4576E+01  3.9386E+01  3.0060E+01  3.4893E+01
  1.1000E+01  2.5716E+01  4.0190E+01  3.0060E+01  3.4893E+01
  1.2000E+01  3.7507E+01  3.6613E+01  3.0060E+01  3.4893E+01
  1.3000E+01  4.8900E+01  4.6929E+01  3.0060E+01  3.4893E+01
  1.4000E+01  2.6446E+01  3.2767E+01  3.0060E+01  3.4893E+01
  1.5000E+01  2.5407E+01  2.8046E+01  3.0060E+01  3.4893E+01
  1.6000E+01  1.0472E+01  2.4859E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.7954E+01  3.6641E+01  3.0060E+01  3.4893E+01
  1.8000E+01  2.4880E+01  2.6726E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.6576E+01  2.6031E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.6540E+01  4.6394E+01  3.0060E+01  3.4893E+01
  2.1000E+01  3.2639E+01  2.9832E+01  3.0060E+01  3.4893E+01
  1.0000E+01  2.3140E+01  2.2128E+01  3.0060E+01  3.4893E+01
  1.1000E+01  1.3722E+01  1.8425E+01  3.0060E+01  3.4893E+01
  1.2000E+01  4.1614E+01  4.2005E+01  3.0060E+01  3.4893E+01
  1.3000E+01  2.6270E+01  1.5397E+01  3.0060E+01  3.4893E+01
  1.4000E+01  2.4055E+01  1.9823E+01  3.0060E+01  3.4893E+01
  1.5000E+01  3.5592E+01  4.4319E+01  3.0060E+01  3.4893E+01
  1.6000E+01  3.7553E+01  4.6093E+01  3.0060E+01  3.4893E+01
  1.7000E+01  4.4435E+01  5.1491E+01  3.0060E+01  3.4893E+01
  1.8000E+01  3.5912E+01  3.8798E+01  3.0060E+01  3.4893E+01
  1.9000E+01  3.7057E+01  2.7340E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.3419E+01  2.9887E+01  3.0060E+01  3.4893E+01
  2.1000E+01  2.4486E+01  2.3468E+01  3.0060E+01  3.4893E+01
  1.0000E+01  4.4329E+01  5.9667E+01  3.0060E+01  3.4893E+01
  1.1000E+01  3.1798E+01  4.9106E+01  3.0060E+01  3.4893E+01
  1.2000E+01  3.8407E+01  5.7996E+01  3.0060E+01  3.4893E+01
  1.3000E+01  2.0295E+01  3.9838E+01  3.0060E+01  3.4893E+01
  1.4000E+01  3.3362E+01  4.1718E+01  3.0060E+01  3.4893E+01
  1.5000E+01  1.7806E+01  1.1652E+01  3.0060E+01  3.4893E+01
  1.6000E+01  1.8364E+01  2.1998E+01  3.0060E+01  3.4893E+01
  1.7000E+01  3.5186E+01  5.0294E+01  3.0060E+01  3.4893E+01
  1.8000E+01  5.4178E+01  6.1731E+01  3.0060E+01  3.4893E+01
  1.9000E+01  3.0261E+01  4.0633E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.1742E+01  3.1070E+01  3.0060E+01  3.4893E+01
  2.1000E+01  4.7060E+00  2.9117E+01  3.0060E+01  3.4893E+01
  1.0000E+00  5.7838E+01  6.1888E+01  3.0060E+01  3.4893E+01
  2.0000E+00  1.9753E+01  3.9667E+01  3.0060E+01  3.4893E+01
  3.0000E+00  3.2485E+01  3.3414E+01  3.0060E+01  3.4893E+01
  4.0000E+00  2.0144E+01  2.9771E+01  3.0060E+01  3.4893E+01
  5.0000E+00  2.3411E+01  3.9877E+01  3.0060E+01  3.4893E+01
  6.0000E+00  2.1039E+01  7.4091E+00  3.0060E+01  3.4893E+01
  7.0000E+00  3.7062E+01  3.8505E+01  3.0060E+01  3.4893E+01
  8.0000E+00  2.6100E+01  3.5039E+01  3.0060E+01  3.4893E+01
  9.0000E+00  5.7746E+01  4.4808E+01  3.0060E+01  3.4893E+01
  1.0000E+01  2.9831E+01  2.6051E+01  3.0060E+01  3.4893E+01
  1.1000E+01  2.9049E+01  3.5222E+01  3.0060E+01  3.4893E+01
  1.2000E+01  8.2524E+00 -3.2157E+00  3.0060E+01  3.4893E+01
  1.3000E+01  9.6638E+01  1.1314E+02  3.0060E+01  3.4893E+01
  1.4000E+01  2.9928E+01  2.3768E+01  3.0060E+01  3.4893E+01
  1.5000E+01  1.9194E+01  1.8718E+01  3.0060E+01  3.4893E+01
  1.6000E+01  2.4066E+01  2.5850E+01  3.0060E+01  3.4893E+01
  1.7000E+01  5.1418E+01  5.5584E+01  3.0060E+01  3.4893E+01
  1.8000E+01  3.9925E+01  4.5218E+01  3.0060E+01  3.4893E+01
  1.9000E+01  1.4234E+01  3.9184E+01  3.0060E+01  3.4893E+01
  2.0000E+01  2.0937E+01  2.2539E+01  3.0060E+01  3.4893E+01
  2.1000E+01  2.7896E+01  3.9671E+01  3.0060E+01  3.4893E+01
  1.0000E+01  4.1515E+01  7.9787E+01  3.0060E+01  3.4893E+01
  1.1000E+01  9.1166E+00  2.0765E+01  3.0060E+01  3.4893E+01
  1.2000E+01  3.4463E+01  3.9446E+01  3.0060E+01  3.4893E+01
  1.3000E+01  4.3379E+01  5.4159E+01  3.0060E+01  3.4893E+01
  1.4000E+01  1.2914E+01  1.0349E+01  3.0060E+01  3.4893E+01
  1.5000E+01  3.3286E+01  4.3727E+01  3.0060E+01  3.4893E+01
  1.6000E+01  2.9956E+01  4.3733E+01  3.0060E+01  3.4893E+01
  1.7000E+01  1.8317E+01  2.7451E+01  3.0060E+01  3.4893E+01
  1.8000E+01  4.7647E+01  6.1564E+01  3.0060E+01  3.4893E+01
  1.9000E+01  1.1521E+01  1.3070E+01  3.0060E+01  3.4893E+01
  2.0000E+01  1.2104E+01  1.9446E+01  3.0060E+01  3.4893E+01
  2.1000E+01  2.1909E+01  1.8619E+01  3.0060E+01  3.4893E+01
  1.0000E+01  3.9002E+01  4.5588E+01  3.0060E+01  3.4893E+01
  1.1000E+01  1.7254E+01  2.2392E+01  3.0060E+01  3.4893E+01
  1.2000E+01  2.4558E+01  2.7862E+01  3.0060E+01  3.4893E+01
  1.3000E+01  2.5021E+01  3.8405E+01  3.0060E+01  3.4893E+01
  1.4000E+01  3.5362E+01  4.4315E+01  3.0060E+01  3.4893E+01
  1.5000E+01  2.6653E+01  2.7316E+01  3.0060E+01  3.4893E+01
  1.6000E+01  3.2709E+01  2.6680E+01  3.0060E+01  3.4893E+01
  1.7000E+01  3.2448E+01  4.4232E+01  3.0060E+01  3.4893E+01
  1.8000E+01  3.6754E+01  5.0138E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.7533E+01  2.9610E+01  3.0060E+01  3.4893E+01
  2.0000E+01 -1.6630E+01 -7.3771E+01  3.0060E+01  3.4893E+01
  2.1000E+01  2.4489E+01  4.5588E+01  3.0060E+01  3.4893E+01
  1.0000E+01  3.5430E+01  4.6945E+01  3.0060E+01  3.4893E+01
  1.1000E+01  3.1944E+01  5.7447E+01  3.0060E+01  3.4893E+01
  1.2000E+01  2.0629E+01  3.6844E+00  3.0060E+01  3.4893E+01
  1.3000E+01  2.0155E+01  2.5943E+01  3.0060E+01  3.4893E+01
  1.4000E+01  2.7060E+01  5.2212E+01  3.0060E+01  3.4893E+01
  1.5000E+01  4.3159E+01  4.1137E+01  3.0060E+01  3.4893E+01
  1.6000E+01  4.6701E+01  5.3513E+01  3.0060E+01  3.4893E+01
  1.7000E+01  3.1358E+01  2.9793E+01  3.0060E+01  3.4893E+01
  1.8000E+01  2.5308E+01  3.1960E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.2141E+01  2.9064E+01  3.0060E+01  3.4893E+01
  2.0000E+01  5.2762E+01  4.8055E+01  3.0060E+01  3.4893E+01
  2.1000E+01  1.6043E+01  3.6553E+01  3.0060E+01  3.4893E+01
  1.0000E+01  3.6847E+01  4.0467E+01  3.0060E+01  3.4893E+01
  1.1000E+01  2.0724E+01  3.7879E+01  3.0060E+01  3.4893E+01
  1.2000E+01  3.3645E+01  4.0263E+01  3.0060E+01  3.4893E+01
  1.3000E+01  4.0150E+01  4.5184E+01  3.0060E+01  3.4893E+01
  1.4000E+01 -3.9782E+01  2.8588E+00  3.0060E+01  3.4893E+01
  1.5000E+01  3.6600E+01  4.2388E+01  3.0060E+01  3.4893E+01
  1.6000E+01  3.6568E+01  4.4598E+01  3.0060E+01  3.4893E+01
  1.7000E+01  4.3503E+01  5.1372E+01  3.0060E+01  3.4893E+01
  1.8000E+01  5.4872E+01  5.0732E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.5695E+01  2.9249E+01  3.0060E+01  3.4893E+01
  2.0000E+01  1.3923E+01  3.8799E+00  3.0060E+01  3.4893E+01
  2.1000E+01  2.6844E+01  4.1960E+01  3.0060E+01  3.4893E+01
  1.0000E+01  1.9022E+01  1.1558E+01  3.0060E+01  3.4893E+01
  1.1000E+01  2.3142E+01  4.3336E+01  3.0060E+01  3.4893E+01
  1.2000E+01  1.9669E+01  2.1083E+01  3.0060E+01  3.4893E+01
  1.3000E+01  3.2867E+01  5.2803E+01  3.0060E+01  3.4893E+01
  1.4000E+01  4.5547E+01  6.0606E+01  3.0060E+01  3.4893E+01
  1.5000E+01  3.1576E+01  4.7941E+01  3.0060E+01  3.4893E+01
  1.6000E+01  4.5761E+01  5.7811E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.9306E+01  1.0380E+01  3.0060E+01  3.4893E+01
  1.8000E+01  2.6558E+01  2.9757E+01  3.0060E+01  3.4893E+01
  1.9000E+01 -5.2379E+00  2.9778E+00  3.0060E+01  3.4893E+01
  2.0000E+01  2.8196E+01  3.2052E+01  3.0060E+01  3.4893E+01
  2.1000E+01  4.0223E+01  5.9823E+01  3.0060E+01  3.4893E+01
  1.0000E+00  5.7920E+00 -5.9706E-01  3.0060E+01  3.4893E+01
  2.0000E+00  3.7211E+01  3.6719E+01  3.0060E+01  3.4893E+01
  3.0000E+00  2.5684E+01  2.0655E+01  3.0060E+01  3.4893E+01
  4.0000E+00  2.7152E+01  3.1889E+01  3.0060E+01  3.4893E+01
  5.0000E+00  4.2816E+01  4.2474E+01  3.0060E+01  3.4893E+01
  6.0000E+00  2.5089E+01  3.1983E+01  3.0060E+01  3.4893E+01
  7.0000E+00  2.5213E+01  2.0622E+01  3.0060E+01  3.4893E+01
  8.0000E+00  4.5675E+01  3.7256E+01  3.0060E+01  3.4893E+01
  9.0000E+00  6.1165E+01  7.3075E+01  3.0060E+01  3.4893E+01
  1.0000E+01  2.8751E+01  2.7819E+01  3.0060E+01  3.4893E+01
  1.1000E+01  3.2498E+01  4.4528E+01  3.0060E+01  3.4893E+01
  1.2000E+01  3.2235E+01  3.4599E+01  3.0060E+01  3.4893E+01
  1.3000E+01  1.3403E+01  1.9823E+01  3.0060E+01  3.4893E+01
  1.4000E+01  2.9152E+01  3.4319E+01  3.0060E+01  3.4893E+01
  1.5000E+01  2.7756E+01  4.7844E+01  3.0060E+01  3.4893E+01
  1.6000E+01  4.0875E+01  4.5134E+01  3.0060E+01  3.4893E+01
  1.7000E+01  3.0158E+01  3.7116E+01  3.0060E+01  3.4893E+01
  1.8000E+01  4.1938E+01  4.0077E+01  3.0060E+01  3.4893E+01
  1.9000E+01  1.3591E+00  1.7557E+01  3.0060E+01  3.4893E+01
  2.0000E+01  2.8149E+01  3.4496E+01  3.0060E+01  3.4893E+01
  2.1000E+01  1.4609E+01  2.4525E+01  3.0060E+01  3.4893E+01
  1.0000E+01  5.3155E+01  4.7669E+01  3.0060E+01  3.4893E+01
  1.1000E+01  1.6214E+01  1.8156E+01  3.0060E+01  3.4893E+01
  1.2000E+01  2.2292E+01  2.2691E+01  3.0060E+01  3.4893E+01
  1.3000E+01  3.0938E+01  4.6731E+01  3.0060E+01  3.4893E+01
  1.4000E+01  2.3964E+01  8.9697E-01  3.0060E+01  3.4893E+01
  1.5000E+01  1.7928E+01  3.4550E+01  3.0060E+01  3.4893E+01
  1.6000E+01  2.4371E+01  3.3624E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.8340E+01  2.6088E+01  3.0060E+01  3.4893E+01
  1.8000E+01  3.5115E+01  4.1047E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.5286E+01  2.5417E+01  3.0060E+01  3.4893E+01
  2.0000E+01  4.6084E+01  8.1310E+01  3.0060E+01  3.4893E+01
  2.1000E+01  4.0135E+01  5.0345E+01  3.0060E+01  3.4893E+01
  1.0000E+01  2.6497E+01  3.3536E+01  3.0060E+01  3.4893E+01
  1.1000E+01  1.8487E+01  1.6183E+01  3.0060E+01  3.4893E+01
  1.2000E+01  3.6056E+01  3.8387E+01  3.0060E+01  3.4893E+01
  1.3000E+01  3.6616E+01  4.3958E+01  3.0060E+01  3.4893E+01
  1.4000E+01  1.7709E+01  2.1203E+01  3.0060E+01  3.4893E+01
  1.5000E+01  4.6547E+01  4.1537E+01  3.0060E+01  3.4893E+01
  1.6000E+01  2.0204E+01  1.5193E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.6255E+01  3.5638E+01  3.0060E+01  3.4893E+01
  1.8000E+01  3.8586E+01  4.5729E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.2017E+01  2.2327E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.7119E+01  3.6550E+01  3.0060E+01  3.4893E+01
  2.1000E+01  3.3853E+01  3.2756E+01  3.0060E+01  3.4893E+01
  1.0000E+01  3.0625E+01  4.1942E+01  3.0060E+01  3.4893E+01
  1.1000E+01  2.4554E+01  2.5650E+01  3.0060E+01  3.4893E+01
  1.2000E+01  3.0097E+01  4.4352E+01  3.0060E+01  3.4893E+01
  1.3000E+01  4.0978E+01  4.9351E+01  3.0060E+01  3.4893E+01
  1.4000E+01  2.2725E+01  4.0675E+01  3.0060E+01  3.4893E+01
  1.5000E+01  5.4401E+01  5.2580E+01  3.0060E+01  3.4893E+01
  1.6000E+01  2.3838E+01  2.6952E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.6987E+01  3.6386E+01  3.0060E+01  3.4893E+01
  1.8000E+01  4.0234E+01  3.3527E+01  3.0060E+01  3.4893E+01
  1.9000E+01  1.9874E+01  3.3067E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.7511E+01  3.4046E+01  3.0060E+01  3.4893E+01
  2.1000E+01  2.3781E+01  3.3965E+01  3.0060E+01  3.4893E+01
  1.0000E+01  2.9401E+01  3.1781E+01  3.0060E+01  3.4893E+01
  1.1000E+01  9.8099E+00  4.5588E-01  3.0060E+01  3.4893E+01
  1.2000E+01  2.5390E+01  2.2602E+01  3.0060E+01  3.4893E+01
  1.3000E+01  2.9749E+01  3.1941E+01  3.0060E+01  3.4893E+01
  1.4000E+01  3.4942E+01  4.1532E+01  3.0060E+01  3.4893E+01
  1.5000E+01  6.5284E+00  1.4362E+00  3.0060E+01  3.4893E+01
  1.6000E+01  2.9954E+01  4.2720E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.5243E+01  4.0310E+01  3.0060E+01  3.4893E+01
  1.8000E+01  3.8874E+01  3.8755E+01  3.0060E+01  3.4893E+01
  1.9000E+01  2.7991E+01  3.3247E+01  3.0060E+01  3.4893E+01
  2.0000E+01  4.2548E+01  3.6798E+01  3.0060E+01  3.4893E+01
  2.1000E+01 -1.8313E+01  6.7268E+00  3.0060E+01  3.4893E+01
  1.0000E+01  2.9416E+01  4.3831E+01  3.0060E+01  3.4893E+01
  1.1000E+01  1.7013E+01  2.7582E+01  3.0060E+01  3.4893E+01
  1.2000E+01  2.5030E+01  3.3447E+01  3.0060E+01  3.4893E+01
  1.3000E+01  1.7711E+01  2.4303E+01  3.0060E+01  3.4893E+01
  1.4000E+01  1.2581E+01 -2.2269E+01  3.0060E+01  3.4893E+01
  1.5000E+01  3.2776E+00 -2.8744E+00  3.0060E+01  3.4893E+01
  1.6000E+01  2.7002E+01  3.1105E+01  3.0060E+01  3.4893E+01
  1.7000E+01  2.8854E+01  3.7663E+01  3.0060E+01  3.4893E+01
  1.8000E+01  6.1515E+00 -2.2488E+00  3.0060E+01  3.4893E+01
  1.9000E+01  2.4737E+01  3.6628E+01  3.0060E+01  3.4893E+01
  2.0000E+01  3.2950E+01  4.2612E+01  3.0060E+01  3.4893E+01
  2.1000E+01  1.8097E+01  2.2859E+01  3.0060E+01  3.4893E+01
  1.0000E+00  3.0833E+01  5.5852E+01  3.0060E+01  3.4893E+01
  2.0000E+00  4.0596E+01  2.1985E+01  3.0060E+01  3.4893E+01
  3.0000E+00  3.3916E+01  5.9191E+01  3.0060E+01  3.4893E+01
  4.0000E+00  2.1202E+01  3.2037E+01  3.0060E+01  3.4893E+01
  5.0000E+00  3.9915E+01  3.1533E+01  3.0060E+01  3.4893E+01
  6.0000E+00  2.2588E+01  4.2930E+01  3.0060E+01  3.4893E+01
  7.0000E+00  3.0934E+01  3.7012E+01  3.0060E+01  3.4893E+01
  8.0000E+00  1.6785E+01  2.5275E+01  3.0060E+01  3.4893E+01
  9.0000E+00  5.3250E+01  5.8429E+01  3.0060E+01  3.4893E+01
  1.0000E+01  1.3062E+01  3.0585E+01  3.0060E+01  3.4893E+01
  1.1000E+01  3.1012E+01  2.8630E+01  3.0060E+01  3.4893E+01
  1.2000E+01  1.3148E+01  2.5178E+01  3.0060E+01  3.4893E+01
  1.3000E+01  2.2777E+01  2.8230E+01  3.0060E+01  3.4893E+01
  1.4000E+01  3.3544E+01  4.6811E+01  3.0060E+01  3.4893E+01
  1.5000E+01  3.9567E+01  4.0980E+01  3.0060E+01  3.4893E+01
