TABLE NO.  1
  2.0000E+01  2.8531E+01  3.0024E+01
  2.1000E+01  1.1514E+01  3.0024E+01
  1.0000E+01  2.7626E+01  3.0024E+01
  1.1000E+01  3.1503E+01  3.0024E+01
  1.2000E+01  3.3688E+01  3.0024E+01
  1.3000E+01  3.1416E+01  3.0024E+01
  1.4000E+01  2.4258E+01  3.0024E+01
  1.5000E+01  2.4622E+01  3.0024E+01
  1.6000E+01  3.4124E+01  3.0024E+01
  1.7000E+01  3.3203E+01  3.0024E+01
  1.8000E+01  1.3913E+01  3.0024E+01
  1.9000E+01  3.2967E+01  3.0024E+01
  2.0000E+01  3.8398E+01  3.0024E+01
  2.1000E+01  5.5332E+00  3.0024E+01
  1.0000E+01  1.5391E+01  3.0024E+01
  1.1000E+01  3.2181E+01  3.0024E+01
  1.2000E+01  4.2887E+01  3.0024E+01
  1.3000E+01  2.3056E+01  3.0024E+01
  1.4000E+01  1.6524E+01  3.0024E+01
  1.5000E+01  6.4562E+01  3.0024E+01
  1.6000E+01  2.3734E+01  3.0024E+01
  1.7000E+01  6.4339E+00  3.0024E+01
  1.8000E+01  9.9183E+00  3.0024E+01
  1.9000E+01  3.6825E+01  3.0024E+01
  2.0000E+01  4.1964E+01  3.0024E+01
  2.1000E+01  2.0394E+01  3.0024E+01
  1.0000E+00  1.6988E+01  3.0024E+01
  2.0000E+00  3.4763E+01  3.0024E+01
  3.0000E+00  3.7315E+01  3.0024E+01
  4.0000E+00  2.0260E+01  3.0024E+01
  5.0000E+00  4.1266E+00  3.0024E+01
  6.0000E+00  2.7053E+01  3.0024E+01
  7.0000E+00  1.4309E+01  3.0024E+01
  8.0000E+00  9.8437E+00  3.0024E+01
  9.0000E+00  3.0990E+01  3.0024E+01
  1.0000E+01  2.4324E+01  3.0024E+01
  1.1000E+01  2.6232E+01  3.0024E+01
  1.2000E+01  2.4295E+01  3.0024E+01
  1.3000E+01  2.3962E+01  3.0024E+01
  1.4000E+01  3.7614E+01  3.0024E+01
  1.5000E+01  2.3786E+01  3.0024E+01
  1.6000E+01  2.7253E+01  3.0024E+01
  1.7000E+01  3.3900E+01  3.0024E+01
  1.8000E+01  3.6623E+01  3.0024E+01
  1.9000E+01  3.0286E+01  3.0024E+01
  2.0000E+01  4.0524E+01  3.0024E+01
  2.1000E+01  1.9725E+01  3.0024E+01
  1.0000E+01  2.0422E+01  3.0024E+01
  1.1000E+01  3.5668E+01  3.0024E+01
  1.2000E+01  1.4115E+01  3.0024E+01
  1.3000E+01  3.1859E+01  3.0024E+01
  1.4000E+01  3.9258E+01  3.0024E+01
  1.5000E+01  2.6413E+01  3.0024E+01
  1.6000E+01  2.1798E+01  3.0024E+01
  1.7000E+01  1.0954E+01  3.0024E+01
  1.8000E+01  3.4240E+01  3.0024E+01
  1.9000E+01  6.5531E+00  3.0024E+01
  2.0000E+01  3.3852E+01  3.0024E+01
  2.1000E+01  1.8101E+01  3.0024E+01
  1.0000E+01  1.1782E+01  3.0024E+01
  1.1000E+01  1.8013E+01  3.0024E+01
  1.2000E+01  2.0584E+01  3.0024E+01
  1.3000E+01  1.4846E+01  3.0024E+01
  1.4000E+01  2.5318E+01  3.0024E+01
  1.5000E+01  2.3850E+01  3.0024E+01
  1.6000E+01  3.0728E+01  3.0024E+01
  1.7000E+01  3.2613E+01  3.0024E+01
  1.8000E+01  2.6228E+01  3.0024E+01
  1.9000E+01  1.8248E+01  3.0024E+01
  2.0000E+01  4.4962E+01  3.0024E+01
  2.1000E+01  1.8016E+01  3.0024E+01
  1.0000E+01  8.5061E+00  3.0024E+01
  1.1000E+01  5.1707E+01  3.0024E+01
  1.2000E+01  3.0253E+01  3.0024E+01
  1.3000E+01  4.0585E+01  3.0024E+01
  1.4000E+01  3.8265E+01  3.0024E+01
  1.5000E+01  3.4692E+01  3.0024E+01
  1.6000E+01  3.5799E+01  3.0024E+01
  1.7000E+01  5.7506E+01  3.0024E+01
  1.8000E+01  3.1488E+01  3.0024E+01
  1.9000E+01  2.5185E+01  3.0024E+01
  2.0000E+01  2.0105E+00  3.0024E+01
  2.1000E+01  3.3514E+01  3.0024E+01
  1.0000E+01  2.2576E+01  3.0024E+01
  1.1000E+01  4.5267E+01  3.0024E+01
  1.2000E+01  2.6150E+01  3.0024E+01
  1.3000E+01  1.7475E+01  3.0024E+01
  1.4000E+01  2.7616E+01  3.0024E+01
  1.5000E+01  2.1737E+01  3.0024E+01
  1.6000E+01  1.8311E+01  3.0024E+01
  1.7000E+01  3.6028E+01  3.0024E+01
  1.8000E+01  2.2690E+01  3.0024E+01
  1.9000E+01  2.9140E+01  3.0024E+01
  2.0000E+01  2.1242E+01  3.0024E+01
  2.1000E+01  2.2916E+01  3.0024E+01
  1.0000E+01  2.9133E+01  3.0024E+01
  1.1000E+01  4.6386E+01  3.0024E+01
  1.2000E+01  3.2771E+01  3.0024E+01
  1.3000E+01  2.8254E+01  3.0024E+01
  1.4000E+01  1.3176E+01  3.0024E+01
  1.5000E+01  4.4520E+01  3.0024E+01
  1.6000E+01  1.0681E+01  3.0024E+01
  1.7000E+01  5.2281E+01  3.0024E+01
  1.8000E+01  2.6301E+01  3.0024E+01
  1.9000E+01  1.8583E+01  3.0024E+01
  2.0000E+01  2.5918E+01  3.0024E+01
  2.1000E+01  2.5110E+01  3.0024E+01
  1.0000E+00  4.4290E+01  3.0024E+01
  2.0000E+00  5.6899E+01  3.0024E+01
  3.0000E+00  3.3854E+01  3.0024E+01
  4.0000E+00  1.7252E+01  3.0024E+01
  5.0000E+00  3.8641E+01  3.0024E+01
  6.0000E+00  3.4475E+01  3.0024E+01
  7.0000E+00 -7.3690E-01  3.0024E+01
  8.0000E+00  2.3194E+01  3.0024E+01
  9.0000E+00  1.6024E+01  3.0024E+01
  1.0000E+01  3.7171E+01  3.0024E+01
  1.1000E+01  2.2732E+01  3.0024E+01
  1.2000E+01  3.5561E+01  3.0024E+01
  1.3000E+01  3.4793E+01  3.0024E+01
  1.4000E+01  3.8293E+01  3.0024E+01
  1.5000E+01  2.9072E+01  3.0024E+01
  1.6000E+01  3.1545E+01  3.0024E+01
  1.7000E+01  3.1194E+01  3.0024E+01
  1.8000E+01  3.4407E+01  3.0024E+01
  1.9000E+01  2.6374E+01  3.0024E+01
  2.0000E+01  3.8354E+01  3.0024E+01
  2.1000E+01  2.7008E+01  3.0024E+01
  1.0000E+01  2.7382E+01  3.0024E+01
  1.1000E+01  3.7431E+01  3.0024E+01
  1.2000E+01 -2.4483E+01  3.0024E+01
  1.3000E+01  2.5127E+01  3.0024E+01
  1.4000E+01  2.4043E+01  3.0024E+01
  1.5000E+01  2.1544E+01  3.0024E+01
  1.6000E+01  3.6798E+01  3.0024E+01
  1.7000E+01  5.9019E+00  3.0024E+01
  1.8000E+01  2.2411E+01  3.0024E+01
  1.9000E+01  1.1488E+01  3.0024E+01
  2.0000E+01  4.7479E+01  3.0024E+01
  2.1000E+01  1.9266E+01  3.0024E+01
  1.0000E+01  3.8461E+01  3.0024E+01
  1.1000E+01  7.8501E+00  3.0024E+01
  1.2000E+01  3.6174E+01  3.0024E+01
  1.3000E+01  3.2652E+01  3.0024E+01
  1.4000E+01  4.7838E+01  3.0024E+01
  1.5000E+01  3.3529E+01  3.0024E+01
  1.6000E+01  3.3188E+01  3.0024E+01
  1.7000E+01  2.7122E+01  3.0024E+01
  1.8000E+01  5.3173E+00  3.0024E+01
  1.9000E+01  2.9178E+01  3.0024E+01
  2.0000E+01  5.6245E+01  3.0024E+01
  2.1000E+01  2.1542E+01  3.0024E+01
  1.0000E+01  4.2365E+01  3.0024E+01
  1.1000E+01  2.2356E+01  3.0024E+01
  1.2000E+01  2.5124E+01  3.0024E+01
  1.3000E+01  2.8467E+01  3.0024E+01
  1.4000E+01  1.2546E+01  3.0024E+01
  1.5000E+01  3.7543E+01  3.0024E+01
  1.6000E+01  2.2081E+01  3.0024E+01
  1.7000E+01  3.4114E+01  3.0024E+01
  1.8000E+01  9.6709E+00  3.0024E+01
  1.9000E+01  4.2915E+01  3.0024E+01
  2.0000E+01  3.8433E+01  3.0024E+01
  2.1000E+01  2.7237E+01  3.0024E+01
  1.0000E+01  3.0597E+01  3.0024E+01
  1.1000E+01  2.3186E+01  3.0024E+01
  1.2000E+01  1.2466E+01  3.0024E+01
  1.3000E+01  3.0461E+01  3.0024E+01
  1.4000E+01  1.7562E+01  3.0024E+01
  1.5000E+01  3.1965E+01  3.0024E+01
  1.6000E+01  2.6492E+01  3.0024E+01
  1.7000E+01  2.5808E+01  3.0024E+01
  1.8000E+01  3.9914E+01  3.0024E+01
  1.9000E+01  4.9760E+01  3.0024E+01
  2.0000E+01  1.2580E+01  3.0024E+01
  2.1000E+01  4.4077E+01  3.0024E+01
  1.0000E+01  3.3390E+01  3.0024E+01
  1.1000E+01  3.1034E+01  3.0024E+01
  1.2000E+01  2.9282E+01  3.0024E+01
  1.3000E+01  2.6754E+01  3.0024E+01
  1.4000E+01  2.9055E+01  3.0024E+01
  1.5000E+01  6.8377E+01  3.0024E+01
  1.6000E+01  3.1713E+01  3.0024E+01
  1.7000E+01  2.3915E+01  3.0024E+01
  1.8000E+01  1.4230E+01  3.0024E+01
  1.9000E+01  4.6395E+00  3.0024E+01
  2.0000E+01  4.7461E+01  3.0024E+01
  2.1000E+01  2.4788E+01  3.0024E+01
  1.0000E+00 -4.9896E+00  3.0024E+01
  2.0000E+00  2.7636E+01  3.0024E+01
  3.0000E+00  4.0452E+01  3.0024E+01
  4.0000E+00  2.8453E+01  3.0024E+01
  5.0000E+00  2.6668E+01  3.0024E+01
  6.0000E+00  3.7209E+01  3.0024E+01
  7.0000E+00  4.6615E+01  3.0024E+01
  8.0000E+00  1.5450E+01  3.0024E+01
  9.0000E+00  2.5798E+01  3.0024E+01
  1.0000E+01  1.9270E+01  3.0024E+01
  1.1000E+01  2.5402E+01  3.0024E+01
  1.2000E+01  3.3228E+01  3.0024E+01
  1.3000E+01  4.2621E+01  3.0024E+01
  1.4000E+01  4.8268E+01  3.0024E+01
  1.5000E+01  3.7235E+01  3.0024E+01
  1.6000E+01  1.4542E+01  3.0024E+01
  1.7000E+01  5.9129E+01  3.0024E+01
  1.8000E+01 -1.5960E+01  3.0024E+01
  1.9000E+01  3.1258E+01  3.0024E+01
  2.0000E+01  1.2089E+01  3.0024E+01
  2.1000E+01  3.4610E+01  3.0024E+01
  1.0000E+01  2.6359E+01  3.0024E+01
  1.1000E+01  4.0392E+01  3.0024E+01
  1.2000E+01  3.6124E+01  3.0024E+01
  1.3000E+01  3.2790E+01  3.0024E+01
  1.4000E+01  5.2175E+01  3.0024E+01
  1.5000E+01  2.7921E+01  3.0024E+01
  1.6000E+01  3.2933E+01  3.0024E+01
  1.7000E+01  3.6807E+01  3.0024E+01
  1.8000E+01  3.0509E+01  3.0024E+01
  1.9000E+01  1.9302E+01  3.0024E+01
  2.0000E+01  1.3003E+01  3.0024E+01
  2.1000E+01  3.4139E+01  3.0024E+01
  1.0000E+01  2.4933E+00  3.0024E+01
  1.1000E+01  2.8003E+01  3.0024E+01
  1.2000E+01  2.4217E+01  3.0024E+01
  1.3000E+01  1.2647E+01  3.0024E+01
  1.4000E+01  2.0488E+01  3.0024E+01
  1.5000E+01  2.8304E+01  3.0024E+01
  1.6000E+01  3.8908E+01  3.0024E+01
  1.7000E+01  2.0741E+01  3.0024E+01
  1.8000E+01  2.6558E+01  3.0024E+01
  1.9000E+01  1.1620E+01  3.0024E+01
  2.0000E+01  4.2270E+01  3.0024E+01
  2.1000E+01  2.3527E+01  3.0024E+01
  1.0000E+01  4.4108E+01  3.0024E+01
  1.1000E+01  3.7050E+01  3.0024E+01
  1.2000E+01  4.5754E+01  3.0024E+01
  1.3000E+01 -5.9701E+00  3.0024E+01
  1.4000E+01  3.7691E+01  3.0024E+01
  1.5000E+01  2.9611E+01  3.0024E+01
  1.6000E+01  3.5355E+01  3.0024E+01
  1.7000E+01  5.2584E+00  3.0024E+01
  1.8000E+01  3.9956E+01  3.0024E+01
  1.9000E+01  1.6531E+01  3.0024E+01
  2.0000E+01  3.6461E+01  3.0024E+01
  2.1000E+01  2.3754E+01  3.0024E+01
  1.0000E+01  2.4368E+01  3.0024E+01
  1.1000E+01  2.4185E+01  3.0024E+01
  1.2000E+01  2.9508E+01  3.0024E+01
  1.3000E+01  4.2004E+01  3.0024E+01
  1.4000E+01  3.9789E+01  3.0024E+01
  1.5000E+01  4.3420E+01  3.0024E+01
  1.6000E+01  1.9758E+01  3.0024E+01
  1.7000E+01  3.5461E+01  3.0024E+01
  1.8000E+01  2.1062E+01  3.0024E+01
  1.9000E+01  5.2359E+01  3.0024E+01
  2.0000E+01  4.5219E+01  3.0024E+01
  2.1000E+01  3.7250E+01  3.0024E+01
  1.0000E+01  2.2720E+01  3.0024E+01
  1.1000E+01  4.3542E+01  3.0024E+01
  1.2000E+01  2.8267E+01  3.0024E+01
  1.3000E+01  1.9016E+01  3.0024E+01
  1.4000E+01  1.7784E+01  3.0024E+01
  1.5000E+01  4.5807E+01  3.0024E+01
  1.6000E+01  4.8575E+01  3.0024E+01
  1.7000E+01  2.6626E+01  3.0024E+01
  1.8000E+01  4.7435E+01  3.0024E+01
  1.9000E+01  2.5133E+01  3.0024E+01
  2.0000E+01  3.3323E+01  3.0024E+01
  2.1000E+01  2.3877E+00  3.0024E+01
  1.0000E+00  3.8372E+01  3.0024E+01
  2.0000E+00  4.0993E+01  3.0024E+01
  3.0000E+00  3.1977E+01  3.0024E+01
  4.0000E+00  2.5160E+01  3.0024E+01
  5.0000E+00  2.1367E+01  3.0024E+01
  6.0000E+00  2.7106E+01  3.0024E+01
  7.0000E+00  3.5080E+01  3.0024E+01
  8.0000E+00  1.7146E+01  3.0024E+01
  9.0000E+00  2.4784E+01  3.0024E+01
  1.0000E+01  1.9987E+01  3.0024E+01
  1.1000E+01  2.6047E+01  3.0024E+01
  1.2000E+01  4.7639E+01  3.0024E+01
  1.3000E+01  2.5225E+01  3.0024E+01
  1.4000E+01  3.5926E+01  3.0024E+01
  1.5000E+01  2.7650E+01  3.0024E+01
  1.6000E+01 -1.8751E+00  3.0024E+01
  1.7000E+01  3.9256E+01  3.0024E+01
  1.8000E+01  2.5175E+01  3.0024E+01
  1.9000E+01  2.9205E+01  3.0024E+01
  2.0000E+01  2.3841E+01  3.0024E+01
  2.1000E+01  3.0836E+01  3.0024E+01
  1.0000E+01  2.8650E+01  3.0024E+01
  1.1000E+01  3.5855E+01  3.0024E+01
  1.2000E+01  4.1389E+01  3.0024E+01
  1.3000E+01  4.8317E+01  3.0024E+01
  1.4000E+01  3.1389E+01  3.0024E+01
  1.5000E+01  1.6087E+01  3.0024E+01
  1.6000E+01  3.4444E+01  3.0024E+01
  1.7000E+01  3.4107E+01  3.0024E+01
  1.8000E+01  3.3132E+01  3.0024E+01
  1.9000E+01  2.1490E+01  3.0024E+01
  2.0000E+01  2.1725E+01  3.0024E+01
  2.1000E+01  5.7673E+01  3.0024E+01
  1.0000E+01  4.2955E+01  3.0024E+01
  1.1000E+01  2.4974E+01  3.0024E+01
  1.2000E+01  2.0989E+01  3.0024E+01
  1.3000E+01  4.0096E+01  3.0024E+01
  1.4000E+01  2.9769E+01  3.0024E+01
  1.5000E+01  4.3039E+01  3.0024E+01
  1.6000E+01  1.8489E+01  3.0024E+01
  1.7000E+01  2.0054E+01  3.0024E+01
  1.8000E+01  3.8499E+01  3.0024E+01
  1.9000E+01  1.9261E+01  3.0024E+01
  2.0000E+01  1.3880E+01  3.0024E+01
  2.1000E+01  3.0510E+01  3.0024E+01
  1.0000E+01  3.6528E+01  3.0024E+01
  1.1000E+01  2.9055E+01  3.0024E+01
  1.2000E+01  2.4255E+01  3.0024E+01
  1.3000E+01  2.5566E+00  3.0024E+01
  1.4000E+01  2.2331E+01  3.0024E+01
  1.5000E+01  1.8941E+01  3.0024E+01
  1.6000E+01  3.9108E+01  3.0024E+01
  1.7000E+01  3.6824E+01  3.0024E+01
  1.8000E+01  2.9001E+01  3.0024E+01
  1.9000E+01  2.1141E+01  3.0024E+01
  2.0000E+01  3.1926E+01  3.0024E+01
  2.1000E+01  2.1949E+01  3.0024E+01
  1.0000E+01  2.4992E+01  3.0024E+01
  1.1000E+01  3.4143E+01  3.0024E+01
  1.2000E+01  2.1361E+01  3.0024E+01
  1.3000E+01  1.2706E+01  3.0024E+01
  1.4000E+01  2.5859E+01  3.0024E+01
  1.5000E+01  3.3273E+01  3.0024E+01
  1.6000E+01  2.3494E+01  3.0024E+01
  1.7000E+01  3.7706E+01  3.0024E+01
  1.8000E+01  1.4862E+01  3.0024E+01
  1.9000E+01  3.7764E+01  3.0024E+01
  2.0000E+01  4.2831E+01  3.0024E+01
  2.1000E+01  3.3024E+01  3.0024E+01
  1.0000E+01  7.9256E+00  3.0024E+01
  1.1000E+01  1.9472E+01  3.0024E+01
  1.2000E+01  3.4784E+01  3.0024E+01
  1.3000E+01  5.0327E+01  3.0024E+01
  1.4000E+01  4.6673E+01  3.0024E+01
  1.5000E+01  4.3248E+01  3.0024E+01
  1.6000E+01  4.5489E+01  3.0024E+01
  1.7000E+01  1.4126E+01  3.0024E+01
  1.8000E+01  3.4656E+01  3.0024E+01
  1.9000E+01  3.1418E+01  3.0024E+01
  2.0000E+01  2.7858E+01  3.0024E+01
  2.1000E+01  1.1134E+01  3.0024E+01
  1.0000E+00  3.2289E+01  3.0024E+01
  2.0000E+00  2.7705E+01  3.0024E+01
  3.0000E+00  3.6527E+01  3.0024E+01
  4.0000E+00  3.7721E+01  3.0024E+01
  5.0000E+00  6.3638E+01  3.0024E+01
  6.0000E+00  5.9779E+01  3.0024E+01
  7.0000E+00  5.1020E+01  3.0024E+01
  8.0000E+00  4.6585E+01  3.0024E+01
  9.0000E+00 -6.5182E+00  3.0024E+01
  1.0000E+01  3.4525E+01  3.0024E+01
  1.1000E+01  1.5072E+01  3.0024E+01
  1.2000E+01  4.5476E+01  3.0024E+01
  1.3000E+01  3.1560E+01  3.0024E+01
  1.4000E+01  4.7556E+01  3.0024E+01
  1.5000E+01  3.8772E+01  3.0024E+01
  1.6000E+01  2.9788E+01  3.0024E+01
  1.7000E+01  3.2813E+01  3.0024E+01
  1.8000E+01  5.5622E+01  3.0024E+01
  1.9000E+01  4.2072E+01  3.0024E+01
  2.0000E+01  2.8807E+01  3.0024E+01
  2.1000E+01  3.3545E+01  3.0024E+01
  1.0000E+01  2.2474E+01  3.0024E+01
  1.1000E+01  3.2513E+01  3.0024E+01
  1.2000E+01  4.6480E+01  3.0024E+01
  1.3000E+01  4.8366E+01  3.0024E+01
  1.4000E+01  2.4440E+01  3.0024E+01
  1.5000E+01  1.5385E+01  3.0024E+01
  1.6000E+01  2.4524E+01  3.0024E+01
  1.7000E+01  2.2706E+01  3.0024E+01
  1.8000E+01  2.9791E+01  3.0024E+01
  1.9000E+01  3.0990E+01  3.0024E+01
  2.0000E+01  1.9182E+01  3.0024E+01
  2.1000E+01  5.5558E+01  3.0024E+01
  1.0000E+01  2.4107E+01  3.0024E+01
  1.1000E+01  3.6589E+01  3.0024E+01
  1.2000E+01  1.5246E+01  3.0024E+01
  1.3000E+01  2.8932E+01  3.0024E+01
  1.4000E+01  3.6257E+01  3.0024E+01
  1.5000E+01  2.6428E+01  3.0024E+01
  1.6000E+01  2.3436E+01  3.0024E+01
  1.7000E+01  2.2431E+00  3.0024E+01
  1.8000E+01  3.0000E+01  3.0024E+01
  1.9000E+01  3.4170E+01  3.0024E+01
  2.0000E+01  2.8004E+01  3.0024E+01
  2.1000E+01  3.0620E+01  3.0024E+01
  1.0000E+01  3.4215E+01  3.0024E+01
  1.1000E+01  5.0818E+01  3.0024E+01
  1.2000E+01  4.4093E+01  3.0024E+01
  1.3000E+01  2.4126E+01  3.0024E+01
  1.4000E+01  2.5647E+01  3.0024E+01
  1.5000E+01 -6.9448E+00  3.0024E+01
  1.6000E+01  4.9589E+01  3.0024E+01
  1.7000E+01  2.0672E+01  3.0024E+01
  1.8000E+01  4.1119E+01  3.0024E+01
  1.9000E+01  2.9412E+01  3.0024E+01
  2.0000E+01  2.7089E+01  3.0024E+01
  2.1000E+01  3.3683E+01  3.0024E+01
  1.0000E+01  1.9670E+01  3.0024E+01
  1.1000E+01  4.2030E+01  3.0024E+01
  1.2000E+01  2.5880E+01  3.0024E+01
  1.3000E+01  3.2099E+01  3.0024E+01
  1.4000E+01  3.0523E+01  3.0024E+01
  1.5000E+01  4.6024E+01  3.0024E+01
  1.6000E+01  4.8643E+01  3.0024E+01
  1.7000E+01  2.9611E+01  3.0024E+01
  1.8000E+01  3.5726E+01  3.0024E+01
  1.9000E+01  2.4812E+01  3.0024E+01
  2.0000E+01  4.1407E+01  3.0024E+01
  2.1000E+01  3.1362E+01  3.0024E+01
  1.0000E+01  3.3285E+01  3.0024E+01
  1.1000E+01  3.5232E+01  3.0024E+01
  1.2000E+01  3.8835E+01  3.0024E+01
