TABLE NO.  1
 TVAL        DV          DV2         IPRED       IPRED2
  1.4000E+01  5.0883E+01  5.1062E+01  3.0041E+01  3.5217E+01
  1.5000E+01  4.5820E+01  5.4280E+01  3.0041E+01  3.5217E+01
  1.6000E+01  3.1401E+01  3.4758E+01  3.0041E+01  3.5217E+01
  1.7000E+01  3.9218E+01  4.9122E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.5835E+01  3.3297E+01  3.0041E+01  3.5217E+01
  1.9000E+01  3.2421E+01  3.7182E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.6823E+01  3.7510E+01  3.0041E+01  3.5217E+01
  2.1000E+01  5.9136E+01  6.9892E+01  3.0041E+01  3.5217E+01
  1.0000E+01  5.1103E+01  5.0501E+01  3.0041E+01  3.5217E+01
  1.1000E+01  3.3412E+01  3.9152E+01  3.0041E+01  3.5217E+01
  1.2000E+01  4.3020E+01  5.5743E+01  3.0041E+01  3.5217E+01
  1.3000E+01  4.6317E+01  5.2856E+01  3.0041E+01  3.5217E+01
  1.4000E+01  1.8276E+01  2.4203E+01  3.0041E+01  3.5217E+01
  1.5000E+01  3.3406E+01  7.8134E+00  3.0041E+01  3.5217E+01
  1.6000E+01  1.1960E+01  2.2068E+01  3.0041E+01  3.5217E+01
  1.7000E+01  4.3757E+01  4.9249E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.0987E+01  3.7610E+01  3.0041E+01  3.5217E+01
  1.9000E+01  4.3136E+01  5.1527E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.9629E+01  4.5135E+01  3.0041E+01  3.5217E+01
  2.1000E+01  3.9808E+01  4.8168E+01  3.0041E+01  3.5217E+01
  1.0000E+01  2.0810E+01  2.2088E+01  3.0041E+01  3.5217E+01
  1.1000E+01  3.5632E+01  4.1846E+01  3.0041E+01  3.5217E+01
  1.2000E+01  2.5128E+01  3.0929E+01  3.0041E+01  3.5217E+01
  1.3000E+01  3.0071E+01  4.0160E+01  3.0041E+01  3.5217E+01
  1.4000E+01  3.3534E+01  4.8111E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.2513E+01  1.1706E+01  3.0041E+01  3.5217E+01
  1.6000E+01  3.1938E+01  4.7225E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.9771E+01  3.2431E+01  3.0041E+01  3.5217E+01
  1.8000E+01  1.9935E+01  1.4959E+01  3.0041E+01  3.5217E+01
  1.9000E+01  5.2658E+01  6.6757E+01  3.0041E+01  3.5217E+01
  2.0000E+01  1.7456E+01  2.2393E+01  3.0041E+01  3.5217E+01
  2.1000E+01  4.2628E+01  5.5354E+01  3.0041E+01  3.5217E+01
  1.0000E+01  4.0629E+01  2.1098E+01  3.0041E+01  3.5217E+01
  1.1000E+01  5.5814E+01  5.7100E+01  3.0041E+01  3.5217E+01
  1.2000E+01  2.3026E+01  2.6996E+01  3.0041E+01  3.5217E+01
  1.3000E+01  2.8268E+01  4.2191E+01  3.0041E+01  3.5217E+01
  1.4000E+01  3.3743E+01  2.9211E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.2466E+01  3.6589E+01  3.0041E+01  3.5217E+01
  1.6000E+01  2.5891E+01  2.3667E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.9394E+01  4.6094E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.2366E+01  3.6942E+01  3.0041E+01  3.5217E+01
  1.9000E+01  1.0972E+00 -5.8490E+00  3.0041E+01  3.5217E+01
  2.0000E+01  7.6863E+00  8.7021E+00  3.0041E+01  3.5217E+01
  2.1000E+01  3.2634E+01  3.6512E+01  3.0041E+01  3.5217E+01
  1.0000E+00  3.9440E+01  3.4416E+01  3.0041E+01  3.5217E+01
  2.0000E+00  3.9332E+01  3.5378E+01  3.0041E+01  3.5217E+01
  3.0000E+00  4.6479E+01  4.2747E+01  3.0041E+01  3.5217E+01
  4.0000E+00  3.7002E+01  4.0040E+01  3.0041E+01  3.5217E+01
  5.0000E+00  2.2753E+01  9.4951E+00  3.0041E+01  3.5217E+01
  6.0000E+00  2.5087E+01  3.1096E+01  3.0041E+01  3.5217E+01
  7.0000E+00  4.3358E+01  4.0340E+01  3.0041E+01  3.5217E+01
  8.0000E+00  6.0029E+01  7.2515E+01  3.0041E+01  3.5217E+01
  9.0000E+00  1.6849E+01  1.4492E+01  3.0041E+01  3.5217E+01
  1.0000E+01  4.0800E+01  4.1405E+01  3.0041E+01  3.5217E+01
  1.1000E+01  2.2505E+01  3.4091E+01  3.0041E+01  3.5217E+01
  1.2000E+01  4.2119E+01  5.2279E+01  3.0041E+01  3.5217E+01
  1.3000E+01  6.0305E+01  6.7673E+01  3.0041E+01  3.5217E+01
  1.4000E+01  3.8601E+01  3.2195E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.1419E+01  3.0557E+01  3.0041E+01  3.5217E+01
  1.6000E+01  2.3724E+01  3.6221E+01  3.0041E+01  3.5217E+01
  1.7000E+01  3.2194E+01  3.9589E+01  3.0041E+01  3.5217E+01
  1.8000E+01  4.3995E+01  5.0706E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.6183E+01  2.6412E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.2919E+01  4.6004E+01  3.0041E+01  3.5217E+01
  2.1000E+01  2.1810E+01  1.8912E+01  3.0041E+01  3.5217E+01
  1.0000E+01  3.2638E+01  3.8625E+01  3.0041E+01  3.5217E+01
  1.1000E+01  1.6310E+01  1.9565E+01  3.0041E+01  3.5217E+01
  1.2000E+01  2.4475E+01  3.7725E+01  3.0041E+01  3.5217E+01
  1.3000E+01  2.0162E+01  2.5649E+01  3.0041E+01  3.5217E+01
  1.4000E+01  2.6981E+01  1.7514E+01  3.0041E+01  3.5217E+01
  1.5000E+01  3.5813E+01  6.4068E+01  3.0041E+01  3.5217E+01
  1.6000E+01  3.3127E+01  3.2278E+01  3.0041E+01  3.5217E+01
  1.7000E+01  4.1722E+01  4.6088E+01  3.0041E+01  3.5217E+01
  1.8000E+01  2.1570E+01  3.7049E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.3053E+01  3.9349E+01  3.0041E+01  3.5217E+01
  2.0000E+01  7.1443E+01  7.6934E+01  3.0041E+01  3.5217E+01
  2.1000E+01  2.9033E+01  3.5855E+01  3.0041E+01  3.5217E+01
  1.0000E+01  2.7263E+01  4.3257E+01  3.0041E+01  3.5217E+01
  1.1000E+01  2.2698E+01  3.1932E+01  3.0041E+01  3.5217E+01
  1.2000E+01  4.7420E+01  5.7460E+01  3.0041E+01  3.5217E+01
  1.3000E+01  5.3397E+01  5.2796E+01  3.0041E+01  3.5217E+01
  1.4000E+01  1.8797E+01  2.5986E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.8492E+01  2.5904E+01  3.0041E+01  3.5217E+01
  1.6000E+01  2.9053E+01  3.1144E+01  3.0041E+01  3.5217E+01
  1.7000E+01  3.2768E+01  3.3410E+01  3.0041E+01  3.5217E+01
  1.8000E+01  4.0888E+01  4.0232E+01  3.0041E+01  3.5217E+01
  1.9000E+01  3.3897E+01  4.3406E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.6532E+01  5.3044E+01  3.0041E+01  3.5217E+01
  2.1000E+01  3.5644E+01  4.2432E+01  3.0041E+01  3.5217E+01
  1.0000E+01  3.4576E+01  3.9585E+01  3.0041E+01  3.5217E+01
  1.1000E+01  2.5399E+01  3.4646E+01  3.0041E+01  3.5217E+01
  1.2000E+01  3.7780E+01  4.3101E+01  3.0041E+01  3.5217E+01
  1.3000E+01  4.9053E+01  5.6940E+01  3.0041E+01  3.5217E+01
  1.4000E+01  2.6627E+01  2.4608E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.5719E+01  4.3064E+01  3.0041E+01  3.5217E+01
  1.6000E+01  8.4520E+00  1.4344E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.7923E+01  3.2402E+01  3.0041E+01  3.5217E+01
  1.8000E+01  2.4935E+01  2.5771E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.6456E+01  3.2255E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.6719E+01  4.1973E+01  3.0041E+01  3.5217E+01
  2.1000E+01  3.2793E+01  3.7772E+01  3.0041E+01  3.5217E+01
  1.0000E+01  2.3101E+01  2.2708E+01  3.0041E+01  3.5217E+01
  1.1000E+01  1.3802E+01  2.1672E+01  3.0041E+01  3.5217E+01
  1.2000E+01  4.1788E+01  4.3460E+01  3.0041E+01  3.5217E+01
  1.3000E+01  2.5885E+01  3.1000E+01  3.0041E+01  3.5217E+01
  1.4000E+01  2.4327E+01  1.7297E+01  3.0041E+01  3.5217E+01
  1.5000E+01  3.5234E+01  4.9315E+01  3.0041E+01  3.5217E+01
  1.6000E+01  3.7654E+01  4.2243E+01  3.0041E+01  3.5217E+01
  1.7000E+01  4.2905E+01  3.6014E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.5172E+01  5.1761E+01  3.0041E+01  3.5217E+01
  1.9000E+01  3.9059E+01  4.6118E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.2943E+01  5.4461E+01  3.0041E+01  3.5217E+01
  2.1000E+01  2.4352E+01  2.9000E+01  3.0041E+01  3.5217E+01
  1.0000E+01  4.4707E+01  4.9377E+01  3.0041E+01  3.5217E+01
  1.1000E+01  3.2057E+01  3.3441E+01  3.0041E+01  3.5217E+01
  1.2000E+01  3.9898E+01  4.8187E+01  3.0041E+01  3.5217E+01
  1.3000E+01  1.7683E+01  2.3644E+01  3.0041E+01  3.5217E+01
  1.4000E+01  3.3217E+01  4.5580E+01  3.0041E+01  3.5217E+01
  1.5000E+01  1.7259E+01  2.9116E+01  3.0041E+01  3.5217E+01
  1.6000E+01  1.8336E+01  2.2621E+01  3.0041E+01  3.5217E+01
  1.7000E+01  3.4645E+01  2.2068E+01  3.0041E+01  3.5217E+01
  1.8000E+01  5.4374E+01  6.0753E+01  3.0041E+01  3.5217E+01
  1.9000E+01  3.0256E+01  4.2072E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.1760E+01  3.1827E+01  3.0041E+01  3.5217E+01
  2.1000E+01  1.0813E+01  3.9582E+01  3.0041E+01  3.5217E+01
  1.0000E+00  5.7485E+01  5.7952E+01  3.0041E+01  3.5217E+01
  2.0000E+00  1.7139E+01  2.1262E+01  3.0041E+01  3.5217E+01
  3.0000E+00  3.2519E+01  3.5239E+01  3.0041E+01  3.5217E+01
  4.0000E+00  2.0152E+01  2.9694E+01  3.0041E+01  3.5217E+01
  5.0000E+00  2.2330E+01  2.8902E+01  3.0041E+01  3.5217E+01
  6.0000E+00  1.8660E+01  2.6822E+01  3.0041E+01  3.5217E+01
  7.0000E+00  3.7150E+01  4.2736E+01  3.0041E+01  3.5217E+01
  8.0000E+00  2.6623E+01  1.8793E+01  3.0041E+01  3.5217E+01
  9.0000E+00  6.1641E+01  6.9330E+01  3.0041E+01  3.5217E+01
  1.0000E+01  2.9835E+01  2.4159E+01  3.0041E+01  3.5217E+01
  1.1000E+01  2.9078E+01  4.0114E+01  3.0041E+01  3.5217E+01
  1.2000E+01  9.3827E+00  2.7900E+01  3.0041E+01  3.5217E+01
  1.3000E+01  9.7793E+01  9.2048E+01  3.0041E+01  3.5217E+01
  1.4000E+01  2.9925E+01  2.5554E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.2322E+01  3.0762E-01  3.0041E+01  3.5217E+01
  1.6000E+01  2.4536E+01  3.9646E+01  3.0041E+01  3.5217E+01
  1.7000E+01  5.1419E+01  5.5506E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.9922E+01  4.3692E+01  3.0041E+01  3.5217E+01
  1.9000E+01  5.4821E+00  1.1887E+01  3.0041E+01  3.5217E+01
  2.0000E+01  2.1082E+01  3.1614E+01  3.0041E+01  3.5217E+01
  2.1000E+01  2.7796E+01  3.4579E+01  3.0041E+01  3.5217E+01
  1.0000E+01  4.6608E+01  4.8304E+01  3.0041E+01  3.5217E+01
  1.1000E+01  8.3653E+00  1.5199E+01  3.0041E+01  3.5217E+01
  1.2000E+01  3.4242E+01  3.2213E+01  3.0041E+01  3.5217E+01
  1.3000E+01  4.3623E+01  4.4167E+01  3.0041E+01  3.5217E+01
  1.4000E+01  1.3067E+01  2.4325E+01  3.0041E+01  3.5217E+01
  1.5000E+01  3.3354E+01  3.6906E+01  3.0041E+01  3.5217E+01
  1.6000E+01  2.9952E+01  3.5616E+01  3.0041E+01  3.5217E+01
  1.7000E+01  1.8826E+01  1.6162E+01  3.0041E+01  3.5217E+01
  1.8000E+01  4.8778E+01  5.3858E+01  3.0041E+01  3.5217E+01
  1.9000E+01  1.1430E+01  1.8183E+01  3.0041E+01  3.5217E+01
  2.0000E+01  1.2250E+01  2.0608E+01  3.0041E+01  3.5217E+01
  2.1000E+01  2.1557E+01  2.1870E+01  3.0041E+01  3.5217E+01
  1.0000E+01  3.9006E+01  4.5269E+01  3.0041E+01  3.5217E+01
  1.1000E+01  1.7259E+01  2.2148E+01  3.0041E+01  3.5217E+01
  1.2000E+01  2.4668E+01  3.4534E+01  3.0041E+01  3.5217E+01
  1.3000E+01  2.4649E+01  3.0828E+01  3.0041E+01  3.5217E+01
  1.4000E+01  3.5445E+01  3.9296E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.6607E+01  3.4425E+01  3.0041E+01  3.5217E+01
  1.6000E+01  3.2944E+01  3.1372E+01  3.0041E+01  3.5217E+01
  1.7000E+01  3.2563E+01  3.6051E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.7208E+01  3.9576E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.7916E+01  4.9515E+01  3.0041E+01  3.5217E+01
  2.0000E+01 -3.5052E+01 -3.0278E+01  3.0041E+01  3.5217E+01
  2.1000E+01  2.4968E+01  7.7163E+00  3.0041E+01  3.5217E+01
  1.0000E+01  3.5581E+01  3.6342E+01  3.0041E+01  3.5217E+01
  1.1000E+01  3.2535E+01  4.9515E+01  3.0041E+01  3.5217E+01
  1.2000E+01  1.9302E+01  4.0420E+01  3.0041E+01  3.5217E+01
  1.3000E+01  2.0152E+01  2.4907E+01  3.0041E+01  3.5217E+01
  1.4000E+01  2.6075E+01  2.1627E+01  3.0041E+01  3.5217E+01
  1.5000E+01  4.1910E+01  3.5471E+01  3.0041E+01  3.5217E+01
  1.6000E+01  4.5022E+01  6.0264E+01  3.0041E+01  3.5217E+01
  1.7000E+01  3.1334E+01  4.4184E+01  3.0041E+01  3.5217E+01
  1.8000E+01  2.5497E+01  3.6897E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.3340E+01  1.5097E+01  3.0041E+01  3.5217E+01
  2.0000E+01  4.8209E+01  3.1487E+01  3.0041E+01  3.5217E+01
  2.1000E+01  1.2005E+01  1.6945E+01  3.0041E+01  3.5217E+01
  1.0000E+01  3.6765E+01  3.8171E+01  3.0041E+01  3.5217E+01
  1.1000E+01  1.9969E+01  3.3515E+01  3.0041E+01  3.5217E+01
  1.2000E+01  3.3597E+01  4.2269E+01  3.0041E+01  3.5217E+01
  1.3000E+01  4.0132E+01  4.3367E+01  3.0041E+01  3.5217E+01
  1.4000E+01 -1.6084E+01 -3.3187E+01  3.0041E+01  3.5217E+01
  1.5000E+01  3.6590E+01  4.2808E+01  3.0041E+01  3.5217E+01
  1.6000E+01  3.6119E+01  3.1147E+01  3.0041E+01  3.5217E+01
  1.7000E+01  4.3376E+01  5.2079E+01  3.0041E+01  3.5217E+01
  1.8000E+01  5.5682E+01  6.1583E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.5718E+01  3.3525E+01  3.0041E+01  3.5217E+01
  2.0000E+01  1.3349E+01  1.1041E+01  3.0041E+01  3.5217E+01
  2.1000E+01  2.6480E+01  3.4552E+01  3.0041E+01  3.5217E+01
  1.0000E+01  1.7624E+01  2.1176E+01  3.0041E+01  3.5217E+01
  1.1000E+01  2.2588E+01  4.1696E+01  3.0041E+01  3.5217E+01
  1.2000E+01  2.0212E+01  1.7269E+01  3.0041E+01  3.5217E+01
  1.3000E+01  3.3162E+01  4.2598E+01  3.0041E+01  3.5217E+01
  1.4000E+01  4.6706E+01  5.3525E+01  3.0041E+01  3.5217E+01
  1.5000E+01  3.1812E+01  3.8186E+01  3.0041E+01  3.5217E+01
  1.6000E+01  4.5323E+01  5.7349E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.9162E+01  2.3676E+01  3.0041E+01  3.5217E+01
  1.8000E+01  2.6647E+01  3.6990E+01  3.0041E+01  3.5217E+01
  1.9000E+01  6.3015E-01  2.1108E+01  3.0041E+01  3.5217E+01
  2.0000E+01  2.8223E+01  3.7611E+01  3.0041E+01  3.5217E+01
  2.1000E+01  4.1983E+01  4.4569E+01  3.0041E+01  3.5217E+01
  1.0000E+00  4.8295E+00  8.4603E+00  3.0041E+01  3.5217E+01
  2.0000E+00  3.7195E+01  3.6667E+01  3.0041E+01  3.5217E+01
  3.0000E+00  2.5273E+01  3.3819E+01  3.0041E+01  3.5217E+01
  4.0000E+00  2.7192E+01  2.8806E+01  3.0041E+01  3.5217E+01
  5.0000E+00  4.1881E+01  5.6016E+01  3.0041E+01  3.5217E+01
  6.0000E+00  2.5103E+01  2.7814E+01  3.0041E+01  3.5217E+01
  7.0000E+00  2.4781E+01  2.7626E+01  3.0041E+01  3.5217E+01
  8.0000E+00  4.5754E+01  3.9355E+01  3.0041E+01  3.5217E+01
  9.0000E+00  6.2389E+01  6.6303E+01  3.0041E+01  3.5217E+01
  1.0000E+01  2.8758E+01  2.7231E+01  3.0041E+01  3.5217E+01
  1.1000E+01  3.2287E+01  5.0045E+01  3.0041E+01  3.5217E+01
  1.2000E+01  3.2077E+01  2.8087E+01  3.0041E+01  3.5217E+01
  1.3000E+01  1.3422E+01  2.0025E+01  3.0041E+01  3.5217E+01
  1.4000E+01  2.9317E+01  1.8229E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.7154E+01  3.0680E+01  3.0041E+01  3.5217E+01
  1.6000E+01  4.0211E+01  3.7167E+01  3.0041E+01  3.5217E+01
  1.7000E+01  3.0149E+01  4.2901E+01  3.0041E+01  3.5217E+01
  1.8000E+01  4.0625E+01  5.7404E+01  3.0041E+01  3.5217E+01
  1.9000E+01  3.5607E+00  1.8613E+01  3.0041E+01  3.5217E+01
  2.0000E+01  2.8214E+01  2.6084E+01  3.0041E+01  3.5217E+01
  2.1000E+01  1.6877E+01  9.3946E+00  3.0041E+01  3.5217E+01
  1.0000E+01  5.1451E+01  4.5072E+01  3.0041E+01  3.5217E+01
  1.1000E+01  2.2831E+01  8.4025E+01  3.0041E+01  3.5217E+01
  1.2000E+01  2.2534E+01  3.5240E+01  3.0041E+01  3.5217E+01
  1.3000E+01  3.1067E+01  3.5811E+01  3.0041E+01  3.5217E+01
  1.4000E+01  2.0893E+01  3.2830E+01  3.0041E+01  3.5217E+01
  1.5000E+01  1.6403E+01  1.8376E+01  3.0041E+01  3.5217E+01
  1.6000E+01  2.6293E+01  5.8349E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.8281E+01  3.8181E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.4902E+01  4.6364E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.5204E+01  3.3396E+01  3.0041E+01  3.5217E+01
  2.0000E+01  5.2263E+01  4.5998E+01  3.0041E+01  3.5217E+01
  2.1000E+01  4.0378E+01  4.6686E+01  3.0041E+01  3.5217E+01
  1.0000E+01  2.6641E+01  3.8450E+01  3.0041E+01  3.5217E+01
  1.1000E+01  1.9150E+01  3.5406E+01  3.0041E+01  3.5217E+01
  1.2000E+01  3.5563E+01  4.9641E+01  3.0041E+01  3.5217E+01
  1.3000E+01  3.5169E+01  6.0081E+01  3.0041E+01  3.5217E+01
  1.4000E+01  1.7650E+01  2.2889E+01  3.0041E+01  3.5217E+01
  1.5000E+01  4.7783E+01  5.3222E+01  3.0041E+01  3.5217E+01
  1.6000E+01  1.9420E+01  2.8454E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.6198E+01  2.9031E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.7513E+01  5.4640E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.1858E+01  2.8814E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.6544E+01  3.0963E+01  3.0041E+01  3.5217E+01
  2.1000E+01  3.4011E+01  3.8338E+01  3.0041E+01  3.5217E+01
  1.0000E+01  3.0650E+01  3.3129E+01  3.0041E+01  3.5217E+01
  1.1000E+01  2.5064E+01  4.1846E+01  3.0041E+01  3.5217E+01
  1.2000E+01  3.0107E+01  3.6468E+01  3.0041E+01  3.5217E+01
  1.3000E+01  4.1037E+01  4.2998E+01  3.0041E+01  3.5217E+01
  1.4000E+01  2.1362E+01  2.4199E+01  3.0041E+01  3.5217E+01
  1.5000E+01  5.4373E+01  5.5699E+01  3.0041E+01  3.5217E+01
  1.6000E+01  2.4670E+01  1.7027E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.7241E+01  4.2678E+01  3.0041E+01  3.5217E+01
  1.8000E+01  4.1726E+01  4.3175E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.0501E+01  1.5233E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.8052E+01  4.5395E+01  3.0041E+01  3.5217E+01
  2.1000E+01  2.3926E+01  2.2083E+01  3.0041E+01  3.5217E+01
  1.0000E+01  2.9401E+01  3.1786E+01  3.0041E+01  3.5217E+01
  1.1000E+01  1.1910E+01 -1.3054E+00  3.0041E+01  3.5217E+01
  1.2000E+01  2.5619E+01  1.9428E+01  3.0041E+01  3.5217E+01
  1.3000E+01  2.9748E+01  3.6527E+01  3.0041E+01  3.5217E+01
  1.4000E+01  3.4911E+01  3.6798E+01  3.0041E+01  3.5217E+01
  1.5000E+01  7.2230E+00  2.8080E+00  3.0041E+01  3.5217E+01
  1.6000E+01  2.9953E+01  4.0913E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.4818E+01  2.5532E+01  3.0041E+01  3.5217E+01
  1.8000E+01  3.8947E+01  4.7166E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.8070E+01  3.9124E+01  3.0041E+01  3.5217E+01
  2.0000E+01  4.3941E+01  5.0574E+01  3.0041E+01  3.5217E+01
  2.1000E+01 -2.2172E+01 -1.2620E+01  3.0041E+01  3.5217E+01
  1.0000E+01  2.9354E+01  3.2773E+01  3.0041E+01  3.5217E+01
  1.1000E+01  1.6709E+01  2.2085E+01  3.0041E+01  3.5217E+01
  1.2000E+01  2.6160E+01  5.5029E+01  3.0041E+01  3.5217E+01
  1.3000E+01  1.7868E+01  1.9924E+01  3.0041E+01  3.5217E+01
  1.4000E+01  4.4788E+00  1.9629E+01  3.0041E+01  3.5217E+01
  1.5000E+01  2.5082E+00  4.1596E+00  3.0041E+01  3.5217E+01
  1.6000E+01  2.7251E+01  4.1615E+01  3.0041E+01  3.5217E+01
  1.7000E+01  2.8839E+01  3.5796E+01  3.0041E+01  3.5217E+01
  1.8000E+01  1.1434E+01  4.7605E+01  3.0041E+01  3.5217E+01
  1.9000E+01  2.5187E+01  1.8237E+01  3.0041E+01  3.5217E+01
  2.0000E+01  3.2835E+01  2.9775E+01  3.0041E+01  3.5217E+01
  2.1000E+01  1.9374E+01  1.3764E+01  3.0041E+01  3.5217E+01
  1.0000E+00  3.1222E+01  3.8358E+01  3.0041E+01  3.5217E+01
  2.0000E+00  4.0335E+01  6.6081E+00  3.0041E+01  3.5217E+01
  3.0000E+00  3.5564E+01  3.7810E+01  3.0041E+01  3.5217E+01
  4.0000E+00  2.0920E+01  2.7320E+01  3.0041E+01  3.5217E+01
  5.0000E+00  4.0794E+01  5.5195E+01  3.0041E+01  3.5217E+01
  6.0000E+00  2.0205E+01  2.7563E+01  3.0041E+01  3.5217E+01
  7.0000E+00  3.0931E+01  3.7936E+01  3.0041E+01  3.5217E+01
  8.0000E+00  1.9750E+01  4.2775E+01  3.0041E+01  3.5217E+01
  9.0000E+00  5.3133E+01  5.4760E+01  3.0041E+01  3.5217E+01
  1.0000E+01  1.5726E+01  4.4909E+00  3.0041E+01  3.5217E+01
  1.1000E+01  3.1045E+01  3.0819E+01  3.0041E+01  3.5217E+01
  1.2000E+01  1.2701E+01  2.0094E+01  3.0041E+01  3.5217E+01
  1.3000E+01  2.3402E+01  3.8676E+01  3.0041E+01  3.5217E+01
  1.4000E+01  3.3722E+01  3.4140E+01  3.0041E+01  3.5217E+01
  1.5000E+01  3.9659E+01  4.3343E+01  3.0041E+01  3.5217E+01
