TABLE NO.  1
  3.0000E+00  2.5764E+01  2.9929E+01
  4.0000E+00  4.1802E+01  2.9929E+01
  5.0000E+00  4.4817E+01  2.9929E+01
  6.0000E+00  2.3501E+01  2.9929E+01
  7.0000E+00  3.2156E+01  2.9929E+01
  8.0000E+00  1.7125E+01  2.9929E+01
  9.0000E+00  3.0090E+01  2.9929E+01
  1.0000E+01  3.2199E+01  2.9929E+01
  1.1000E+01  3.0594E+01  2.9929E+01
  1.2000E+01  4.1048E+01  2.9929E+01
  1.3000E+01  2.8160E+01  2.9929E+01
  1.4000E+01  2.9795E+01  2.9929E+01
  1.5000E+01  2.2563E+01  2.9929E+01
  1.6000E+01  2.6104E+01  2.9929E+01
  1.7000E+01  3.6363E+01  2.9929E+01
  1.8000E+01  2.5788E+01  2.9929E+01
  1.9000E+01  4.8096E+01  2.9929E+01
  2.0000E+01  9.5507E+00  2.9929E+01
  2.1000E+01  1.9005E+01  2.9929E+01
  1.0000E+01  6.0041E+01  2.9929E+01
  1.1000E+01 -6.9804E+00  2.9929E+01
  1.2000E+01  4.0475E+01  2.9929E+01
  1.3000E+01  5.0992E+01  2.9929E+01
  1.4000E+01  1.7989E+01  2.9929E+01
  1.5000E+01  7.7653E+01  2.9929E+01
  1.6000E+01  2.8597E+01  2.9929E+01
  1.7000E+01  4.5967E+01  2.9929E+01
  1.8000E+01  5.0293E+01  2.9929E+01
  1.9000E+01  4.4211E+01  2.9929E+01
  2.0000E+01  4.1771E+01  2.9929E+01
  2.1000E+01  3.7700E+01  2.9929E+01
  1.0000E+01  3.9800E+01  2.9929E+01
  1.1000E+01 -7.8693E+00  2.9929E+01
  1.2000E+01  2.6565E+00  2.9929E+01
  1.3000E+01  1.9917E+01  2.9929E+01
  1.4000E+01  4.9798E+01  2.9929E+01
  1.5000E+01  1.1673E+01  2.9929E+01
  1.6000E+01  2.6986E+01  2.9929E+01
  1.7000E+01  1.1385E+01  2.9929E+01
  1.8000E+01  2.3170E+01  2.9929E+01
  1.9000E+01  4.4571E+01  2.9929E+01
  2.0000E+01  2.8201E+01  2.9929E+01
  2.1000E+01  3.3819E+01  2.9929E+01
  1.0000E+01  2.9035E+01  2.9929E+01
  1.1000E+01  2.8762E+01  2.9929E+01
  1.2000E+01  3.7107E+01  2.9929E+01
  1.3000E+01  2.4936E+01  2.9929E+01
  1.4000E+01  3.3422E+01  2.9929E+01
  1.5000E+01  2.2194E+01  2.9929E+01
  1.6000E+01  2.3591E+01  2.9929E+01
  1.7000E+01 -1.2350E+01  2.9929E+01
  1.8000E+01  2.3861E+01  2.9929E+01
  1.9000E+01  2.1425E+01  2.9929E+01
  2.0000E+01  5.7107E+01  2.9929E+01
  2.1000E+01  8.0912E+00  2.9929E+01
  1.0000E+01  2.5707E+01  2.9929E+01
  1.1000E+01  4.5712E+01  2.9929E+01
  1.2000E+01  1.9806E+01  2.9929E+01
  1.3000E+01  3.1053E+01  2.9929E+01
  1.4000E+01  2.9381E+01  2.9929E+01
  1.5000E+01  4.3072E+01  2.9929E+01
  1.6000E+01  4.2498E+01  2.9929E+01
  1.7000E+01  2.6178E+01  2.9929E+01
  1.8000E+01  3.4169E+01  2.9929E+01
  1.9000E+01  3.3506E+01  2.9929E+01
  2.0000E+01  2.9629E+01  2.9929E+01
  2.1000E+01  2.8931E+01  2.9929E+01
  1.0000E+01 -8.6472E+00  2.9929E+01
  1.1000E+01  2.7121E+01  2.9929E+01
  1.2000E+01 -3.3276E+00  2.9929E+01
  1.3000E+01  6.1627E+01  2.9929E+01
  1.4000E+01  1.7452E+01  2.9929E+01
  1.5000E+01 -9.6305E+00  2.9929E+01
  1.6000E+01  1.7772E+01  2.9929E+01
  1.7000E+01  2.5915E+01  2.9929E+01
  1.8000E+01  3.7283E+01  2.9929E+01
  1.9000E+01  2.0608E+01  2.9929E+01
  2.0000E+01  2.8506E+01  2.9929E+01
  2.1000E+01  2.2591E+01  2.9929E+01
  1.0000E+00  4.0925E+01  2.9929E+01
  2.0000E+00  2.4901E+01  2.9929E+01
  3.0000E+00  1.0836E+01  2.9929E+01
  4.0000E+00  3.0277E+01  2.9929E+01
  5.0000E+00  3.6056E+01  2.9929E+01
  6.0000E+00  2.0770E+01  2.9929E+01
  7.0000E+00 -3.4441E+01  2.9929E+01
  8.0000E+00  2.3343E+01  2.9929E+01
  9.0000E+00  4.8045E+01  2.9929E+01
  1.0000E+01  2.1225E+01  2.9929E+01
  1.1000E+01  6.8421E+00  2.9929E+01
  1.2000E+01  4.0241E+01  2.9929E+01
  1.3000E+01  3.8004E+01  2.9929E+01
  1.4000E+01  3.1558E+01  2.9929E+01
  1.5000E+01  2.8007E+01  2.9929E+01
  1.6000E+01  2.3788E+01  2.9929E+01
  1.7000E+01  2.3165E+01  2.9929E+01
  1.8000E+01  3.8950E+01  2.9929E+01
  1.9000E+01  1.3061E+01  2.9929E+01
  2.0000E+01  2.6106E+01  2.9929E+01
  2.1000E+01  2.5348E+01  2.9929E+01
  1.0000E+01  1.0804E+01  2.9929E+01
  1.1000E+01  3.1087E+01  2.9929E+01
  1.2000E+01  4.0172E+01  2.9929E+01
  1.3000E+01  4.6396E+01  2.9929E+01
  1.4000E+01  1.9679E+01  2.9929E+01
  1.5000E+01  1.4841E+01  2.9929E+01
  1.6000E+01  1.7689E+01  2.9929E+01
  1.7000E+01  5.3796E+01  2.9929E+01
  1.8000E+01  2.4590E+01  2.9929E+01
  1.9000E+01  4.0541E+01  2.9929E+01
  2.0000E+01  3.0249E+01  2.9929E+01
  2.1000E+01  1.7687E+01  2.9929E+01
  1.0000E+01  5.9188E+01  2.9929E+01
  1.1000E+01  1.8606E+01  2.9929E+01
  1.2000E+01  5.0735E+01  2.9929E+01
  1.3000E+01  4.1702E+01  2.9929E+01
  1.4000E+01  3.8120E+01  2.9929E+01
  1.5000E+01  2.5674E+01  2.9929E+01
  1.6000E+01  1.7446E+01  2.9929E+01
  1.7000E+01  2.3444E+01  2.9929E+01
  1.8000E+01 -3.3034E+00  2.9929E+01
  1.9000E+01  3.5959E+01  2.9929E+01
  2.0000E+01  2.4814E+01  2.9929E+01
  2.1000E+01  4.3075E+01  2.9929E+01
  1.0000E+01  2.9610E+01  2.9929E+01
  1.1000E+01  3.6954E+01  2.9929E+01
  1.2000E+01  4.6911E+00  2.9929E+01
  1.3000E+01  4.8983E+01  2.9929E+01
  1.4000E+01  3.2968E+01  2.9929E+01
  1.5000E+01  3.3200E+01  2.9929E+01
  1.6000E+01  6.0127E+01  2.9929E+01
  1.7000E+01  4.2618E+01  2.9929E+01
  1.8000E+01  3.6093E+01  2.9929E+01
  1.9000E+01  1.4455E+01  2.9929E+01
  2.0000E+01  1.7723E+01  2.9929E+01
  2.1000E+01  2.2584E+01  2.9929E+01
  1.0000E+01  4.1832E+01  2.9929E+01
  1.1000E+01  3.5857E+01  2.9929E+01
  1.2000E+01  5.0568E+01  2.9929E+01
  1.3000E+01  2.4229E+01  2.9929E+01
  1.4000E+01  3.7296E+01  2.9929E+01
  1.5000E+01  4.4987E+01  2.9929E+01
  1.6000E+01  3.3246E+01  2.9929E+01
  1.7000E+01  3.2198E+01  2.9929E+01
  1.8000E+01  1.8561E+01  2.9929E+01
  1.9000E+01  3.3813E+01  2.9929E+01
  2.0000E+01  1.4971E+01  2.9929E+01
  2.1000E+01  3.9729E+01  2.9929E+01
  1.0000E+01  2.4280E+01  2.9929E+01
  1.1000E+01  3.3079E+01  2.9929E+01
  1.2000E+01  2.5190E+01  2.9929E+01
  1.3000E+01  2.7543E+01  2.9929E+01
  1.4000E+01  3.6390E+01  2.9929E+01
  1.5000E+01  1.9822E+01  2.9929E+01
  1.6000E+01  3.3366E+01  2.9929E+01
  1.7000E+01  3.2189E+01  2.9929E+01
  1.8000E+01  2.8105E+01  2.9929E+01
  1.9000E+01  4.1507E+01  2.9929E+01
  2.0000E+01  2.9966E+01  2.9929E+01
  2.1000E+01  2.1384E+01  2.9929E+01
  1.0000E+00  1.9244E+01  2.9929E+01
  2.0000E+00  2.4908E+01  2.9929E+01
  3.0000E+00  4.8384E+01  2.9929E+01
  4.0000E+00  3.1814E+01  2.9929E+01
  5.0000E+00  1.1225E+01  2.9929E+01
  6.0000E+00  3.1323E+01  2.9929E+01
  7.0000E+00  3.1114E+01  2.9929E+01
  8.0000E+00  1.5319E+01  2.9929E+01
  9.0000E+00  3.5442E+01  2.9929E+01
  1.0000E+01  2.7552E+01  2.9929E+01
  1.1000E+01  1.1760E+01  2.9929E+01
  1.2000E+01  2.5659E+01  2.9929E+01
  1.3000E+01  2.1555E+01  2.9929E+01
  1.4000E+01  3.6693E+01  2.9929E+01
  1.5000E+01  3.2224E+01  2.9929E+01
  1.6000E+01  1.9513E+01  2.9929E+01
  1.7000E+01  4.6386E+01  2.9929E+01
  1.8000E+01  3.0216E+01  2.9929E+01
  1.9000E+01  2.9806E+01  2.9929E+01
  2.0000E+01  2.6537E+01  2.9929E+01
  2.1000E+01  1.6394E+01  2.9929E+01
  1.0000E+01  1.6965E+01  2.9929E+01
  1.1000E+01  3.2574E+01  2.9929E+01
  1.2000E+01  3.5295E+01  2.9929E+01
  1.3000E+01  4.3808E+01  2.9929E+01
  1.4000E+01  5.5366E+01  2.9929E+01
  1.5000E+01  7.9501E+00  2.9929E+01
  1.6000E+01  3.2371E+01  2.9929E+01
  1.7000E+01  3.8581E+01  2.9929E+01
  1.8000E+01  2.0539E+01  2.9929E+01
  1.9000E+01  2.2401E+01  2.9929E+01
  2.0000E+01  3.9184E+01  2.9929E+01
  2.1000E+01  4.8781E+01  2.9929E+01
  1.0000E+01  2.9781E+01  2.9929E+01
  1.1000E+01  3.4714E+01  2.9929E+01
  1.2000E+01  2.2768E+01  2.9929E+01
  1.3000E+01  2.5426E+01  2.9929E+01
  1.4000E+01  5.0057E+01  2.9929E+01
  1.5000E+01  2.6605E+01  2.9929E+01
  1.6000E+01  1.7270E+01  2.9929E+01
  1.7000E+01  2.3193E+01  2.9929E+01
  1.8000E+01  7.8123E+01  2.9929E+01
  1.9000E+01  9.3587E+00  2.9929E+01
  2.0000E+01  4.9596E+01  2.9929E+01
  2.1000E+01  3.2786E+01  2.9929E+01
  1.0000E+01  3.1750E+01  2.9929E+01
  1.1000E+01 -2.8082E+00  2.9929E+01
  1.2000E+01  2.9047E+01  2.9929E+01
  1.3000E+01  1.6737E+01  2.9929E+01
  1.4000E+01  3.2629E+01  2.9929E+01
  1.5000E+01  1.8606E+01  2.9929E+01
  1.6000E+01  2.5194E+01  2.9929E+01
  1.7000E+01  3.5153E+01  2.9929E+01
  1.8000E+01  4.2190E+01  2.9929E+01
  1.9000E+01  4.1506E+01  2.9929E+01
  2.0000E+01  2.4392E+01  2.9929E+01
  2.1000E+01  2.5778E+01  2.9929E+01
  1.0000E+01  3.7808E+01  2.9929E+01
  1.1000E+01  2.1806E+01  2.9929E+01
  1.2000E+01  5.0035E+01  2.9929E+01
  1.3000E+01  3.6314E+01  2.9929E+01
  1.4000E+01  3.7619E+01  2.9929E+01
  1.5000E+01  3.0059E+01  2.9929E+01
  1.6000E+01  5.0322E+01  2.9929E+01
  1.7000E+01  2.0990E+01  2.9929E+01
  1.8000E+01  2.4352E+01  2.9929E+01
  1.9000E+01  2.6094E+01  2.9929E+01
  2.0000E+01  2.0883E+01  2.9929E+01
  2.1000E+01  3.6678E+01  2.9929E+01
  1.0000E+01  3.2074E+01  2.9929E+01
  1.1000E+01  4.8174E+01  2.9929E+01
  1.2000E+01  2.9195E+01  2.9929E+01
  1.3000E+01  1.0376E+01  2.9929E+01
  1.4000E+01  2.3051E+01  2.9929E+01
  1.5000E+01  4.1859E+01  2.9929E+01
  1.6000E+01  2.9311E+01  2.9929E+01
  1.7000E+01  4.6024E+01  2.9929E+01
  1.8000E+01  2.6863E+01  2.9929E+01
  1.9000E+01  2.1457E+01  2.9929E+01
  2.0000E+01  3.2231E+01  2.9929E+01
  2.1000E+01  2.9245E+01  2.9929E+01
  1.0000E+00  2.4069E+01  2.9929E+01
  2.0000E+00  2.8173E+01  2.9929E+01
  3.0000E+00  4.0597E+01  2.9929E+01
  4.0000E+00  3.4242E+01  2.9929E+01
  5.0000E+00  2.4943E+01  2.9929E+01
  6.0000E+00  5.1552E+01  2.9929E+01
  7.0000E+00  3.2828E+01  2.9929E+01
  8.0000E+00  2.0080E+01  2.9929E+01
  9.0000E+00  3.5930E+01  2.9929E+01
  1.0000E+01  3.0195E+01  2.9929E+01
  1.1000E+01  4.2195E+01  2.9929E+01
  1.2000E+01  3.0193E+01  2.9929E+01
  1.3000E+01  7.6332E+01  2.9929E+01
  1.4000E+01  3.1574E+01  2.9929E+01
  1.5000E+01  3.3871E+01  2.9929E+01
  1.6000E+01  3.6011E+01  2.9929E+01
  1.7000E+01  3.2086E+01  2.9929E+01
  1.8000E+01  3.2658E+01  2.9929E+01
  1.9000E+01  3.7242E+01  2.9929E+01
  2.0000E+01  2.9931E+01  2.9929E+01
  2.1000E+01  3.0359E+01  2.9929E+01
  1.0000E+01  2.5549E+01  2.9929E+01
  1.1000E+01  2.5823E+01  2.9929E+01
  1.2000E+01  3.8493E+01  2.9929E+01
  1.3000E+01  3.4460E+01  2.9929E+01
  1.4000E+01  2.1694E+00  2.9929E+01
  1.5000E+01  4.0548E+01  2.9929E+01
  1.6000E+01  1.8415E+01  2.9929E+01
  1.7000E+01  3.2064E+01  2.9929E+01
  1.8000E+01  2.4339E+01  2.9929E+01
  1.9000E+01  4.7030E+01  2.9929E+01
  2.0000E+01  1.7881E+01  2.9929E+01
  2.1000E+01  3.7101E+01  2.9929E+01
  1.0000E+01  1.8579E+01  2.9929E+01
  1.1000E+01  2.7480E+01  2.9929E+01
  1.2000E+01  3.1000E+01  2.9929E+01
  1.3000E+01  1.8878E+01  2.9929E+01
  1.4000E+01  3.6576E+01  2.9929E+01
  1.5000E+01  2.7082E+01  2.9929E+01
  1.6000E+01  2.8585E+01  2.9929E+01
  1.7000E+01  3.9064E+01  2.9929E+01
  1.8000E+01  7.5854E+01  2.9929E+01
  1.9000E+01  1.5962E+01  2.9929E+01
  2.0000E+01  3.9399E+01  2.9929E+01
  2.1000E+01  3.0037E+01  2.9929E+01
  1.0000E+01  5.4622E+01  2.9929E+01
  1.1000E+01  2.8409E+01  2.9929E+01
  1.2000E+01  3.2641E+01  2.9929E+01
  1.3000E+01  2.8484E+01  2.9929E+01
  1.4000E+01  3.2102E+01  2.9929E+01
  1.5000E+01  2.4909E+01  2.9929E+01
  1.6000E+01  2.7023E+01  2.9929E+01
  1.7000E+01  2.5092E+01  2.9929E+01
  1.8000E+01  7.9891E+00  2.9929E+01
  1.9000E+01  2.5806E+01  2.9929E+01
  2.0000E+01  1.9592E+01  2.9929E+01
  2.1000E+01  3.0758E+01  2.9929E+01
  1.0000E+01  3.4989E+01  2.9929E+01
  1.1000E+01  3.4778E+01  2.9929E+01
  1.2000E+01  4.9013E+01  2.9929E+01
  1.3000E+01  3.0996E+01  2.9929E+01
  1.4000E+01  2.9614E+01  2.9929E+01
  1.5000E+01  3.2717E+01  2.9929E+01
  1.6000E+01  2.2386E+01  2.9929E+01
  1.7000E+01  3.0081E+01  2.9929E+01
  1.8000E+01  1.8754E+01  2.9929E+01
  1.9000E+01  2.2176E+01  2.9929E+01
  2.0000E+01  2.0426E+01  2.9929E+01
  2.1000E+01  1.3468E+01  2.9929E+01
  1.0000E+01  2.6997E+01  2.9929E+01
  1.1000E+01  1.1306E+01  2.9929E+01
  1.2000E+01  3.0264E+01  2.9929E+01
